"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.405007813E0,-1.271999925E-1,1.185999960E-1,1.481999904E-1
4.435009375E0,1.421999931E-1,2.071999907E-1,8.489999920E-2
4.465012500E0,1.963000000E-1,2.069000006E-1,-1.193999946E-1
4.495014063E0,1.599999964E-1,1.567000002E-1,-2.178999931E-1
4.525015625E0,7.599999662E-3,-5.920000002E-2,-1.485999972E-1
4.555018750E0,1.139999926E-2,-6.949999928E-2,-1.658999920E-1
4.584989063E0,-3.499999875E-3,1.454999894E-1,-2.236000001E-1
4.605010938E0,-1.493999958E-1,5.709999800E-2,-1.923999935E-1
4.635012500E0,-1.123999953E-1,3.779999912E-2,-2.569999918E-2
4.665015625E0,-3.610000014E-2,1.454000026E-1,3.179999813E-2
4.695017188E0,-1.009999961E-1,1.552999914E-1,2.539999969E-2
4.724987500E0,-2.543999851E-1,-4.050000012E-2,1.279999968E-2
4.745009375E0,-2.303999960E-1,6.749999523E-2,9.139999747E-2
4.775012500E0,-1.444000006E-1,2.639999986E-1,2.412999868E-1
4.805014063E0,-1.640999913E-1,2.443999946E-1,2.226999998E-1
4.835015625E0,-4.690000042E-2,1.174999997E-1,1.191999987E-1
4.865018750E0,1.808999926E-1,9.809999913E-2,8.749999851E-2
4.894987500E0,2.162999958E-1,6.790000200E-2,-4.949999973E-2
4.915010938E0,2.247999907E-1,-1.300000004E-3,-1.499999911E-1
4.945012500E0,2.370999902E-1,-7.029999793E-2,-1.919000000E-1
4.975015625E0,9.640000015E-2,-1.899999916E-3,2.089999989E-2
5.005017188E0,3.170000017E-2,2.759999968E-2,9.669999778E-2
5.034987500E0,-9.979999810E-2,4.749999940E-2,4.519999772E-2
5.055010938E0,-1.083999947E-1,1.455999911E-1,9.679999948E-2
5.085012500E0,-1.737999916E-1,2.241999954E-1,1.534999907E-1
5.115014063E0,-2.159999907E-1,1.957999915E-1,1.008000001E-1
5.145015625E0,-1.306999922E-1,1.667999923E-1,2.669999935E-2
5.175017188E0,-6.920000166E-2,1.668999940E-1,6.689999998E-2
5.204989063E0,-3.419999778E-2,-4.829999804E-2,-1.970000006E-2
5.225010938E0,1.438999921E-1,-8.739999682E-2,-4.589999840E-2
5.255014063E0,2.716999948E-1,6.879999489E-2,-7.379999757E-2
5.285015625E0,2.947999835E-1,9.599999525E-3,9.860000014E-2
5.315017188E0,1.409000009E-1,1.360999942E-1,2.048999965E-1
5.344987500E0,-1.020999998E-1,7.669999450E-2,2.406999916E-1
5.365010938E0,-3.064999878E-1,1.061999947E-1,9.059999883E-2
5.395012500E0,-3.454999924E-1,2.446999997E-1,4.419999942E-2
5.425014063E0,-3.208000064E-1,7.829999924E-2,5.909999833E-2
5.455015625E0,-2.240999937E-1,-8.799999952E-3,9.730000049E-2
5.485018750E0,-1.457999945E-1,1.093999967E-1,-1.489999983E-2
5.514989063E0,-1.409999933E-2,1.096999943E-1,-7.779999822E-2
5.535010938E0,2.290000021E-2,1.290999949E-1,-6.549999863E-2
5.565014063E0,1.119999960E-2,1.682000011E-1,-6.949999928E-2
5.595015625E0,-4.809999838E-2,8.980000019E-2,-6.579999626E-2
5.625017188E0,-2.869999968E-2,1.129999943E-2,-6.729999930E-2
5.654989063E0,-6.449999660E-2,9.979999810E-2,-8.139999956E-2
5.675010938E0,-2.489999868E-2,1.489000022E-1,-4.559999704E-2
5.705012500E0,-3.819999844E-2,3.099999949E-2,6.499999668E-3
5.735014063E0,-2.209999971E-2,6.019999832E-2,2.499999851E-2
5.765015625E0,-6.140000001E-2,1.581999958E-1,1.409999933E-2
5.795018750E0,1.960000023E-2,1.191999987E-1,4.490000010E-2
5.824989063E0,7.599999756E-2,7.009999454E-2,4.869999737E-2
5.845010938E0,1.097999960E-1,3.049999848E-2,8.549999446E-2
5.875048438E0,1.200999990E-1,7.899999619E-2,3.109999932E-2
5.905014063E0,1.141999960E-1,9.829999506E-2,6.889999658E-2
5.935017188E0,3.929999843E-2,7.829999924E-2,9.259999543E-2
5.964989063E0,2.469999902E-2,1.172999963E-1,1.208999977E-1
5.985010938E0,4.969999939E-2,1.366000026E-1,1.102999970E-1
6.015012500E0,-3.199999919E-3,1.363999993E-1,6.780000031E-2
6.045014063E0,1.799999969E-3,1.164999977E-1,7.999999798E-4
6.075015625E0,1.789999940E-2,5.749999732E-2,-4.209999740E-2
6.105018750E0,5.499999970E-2,6.729999930E-2,-2.999999933E-2
6.134989063E0,2.089999989E-2,6.700000167E-2,4.900000058E-3
6.155010938E0,-2.789999917E-2,1.799999923E-2,3.139999881E-2
6.185014063E0,-9.800000116E-3,8.659999818E-2,-1.779999956E-2
6.215015625E0,-9.649999440E-2,6.700000167E-2,3.500000015E-2
6.245017188E0,-1.132999957E-1,1.358000040E-1,2.939999849E-2
6.274989063E0,-4.820000008E-2,1.361999959E-1,8.729999512E-2
6.295010938E0,-2.769999951E-2,1.067999974E-1,1.238999963E-1
6.325012500E0,1.090000011E-2,8.720000088E-2,1.389999967E-2
6.355014063E0,-7.620000094E-2,1.166999936E-1,3.999999911E-2
6.385017188E0,-8.720000088E-2,3.819999844E-2,9.629999846E-2
6.415018750E0,-3.649999946E-2,1.657999903E-1,4.299999680E-3
6.444989063E0,-1.110999957E-1,1.169999987E-1,-9.730000049E-2
6.465010938E0,-1.171000004E-1,6.830000132E-2,-9.119999409E-2
6.495014063E0,-1.004999951E-1,6.870000064E-2,-1.017000005E-1
6.525015625E0,-4.010000080E-2,6.870000064E-2,-7.959999889E-2
6.555017188E0,1.099999994E-2,9.999999776E-3,7.199999876E-3
6.584989063E0,-1.719999872E-2,5.920000002E-2,-4.199999850E-3
6.605010938E0,-4.589999840E-2,8.859999478E-2,-3.499999875E-3
6.635012500E0,1.209999993E-2,1.081999987E-1,7.239999622E-2
6.665014063E0,3.979999945E-2,1.080999970E-1,1.313000023E-1
6.695017188E0,3.539999947E-2,7.849999517E-2,1.448999941E-1
6.725018750E0,6.350000203E-2,8.829999715E-2,1.583999991E-1
6.754989063E0,9.869999439E-2,9.799999744E-2,1.450999975E-1
6.775010938E0,4.849999771E-2,1.077999994E-1,9.079999477E-2
6.805014063E0,4.559999704E-2,6.849999726E-2,7.499999553E-2
6.835015625E0,1.200000010E-2,1.173999980E-1,3.949999809E-2
6.865017188E0,-3.929999843E-2,2.909999900E-2,-3.899999894E-3
6.894989063E0,-2.779999934E-2,9.779999405E-2,-8.320000023E-2
6.915010938E0,-3.700000048E-2,7.829999924E-2,-1.122999936E-1
6.945012500E0,-1.108999997E-1,9.999999747E-5,-6.610000134E-2
6.975014063E0,-1.383000016E-1,6.999999750E-4,-1.259000003E-1
7.005017188E0,-4.699999932E-3,9.889999777E-2,-5.429999903E-2
7.035018750E0,5.659999698E-2,1.184999943E-1,-1.989999972E-2
7.064989063E0,4.789999872E-2,1.772999913E-1,-1.019999944E-2
7.085010938E0,1.850000024E-2,1.870999932E-1,4.279999807E-2
7.115012500E0,-7.109999657E-2,1.280999929E-1,5.419999734E-2
7.145015625E0,-1.494999975E-1,6.929999590E-2,8.100000024E-2
7.175017188E0,-1.415999979E-1,6.989999861E-2,4.380000010E-2
7.204989063E0,-4.319999740E-2,1.092000008E-1,4.019999877E-2
7.225010938E0,-4.199999850E-3,9.939999878E-2,7.739999890E-2
7.255012500E0,4.499999806E-3,7.979999483E-2,4.050000012E-2
7.285015625E0,7.029999793E-2,6.989999861E-2,3.390000015E-2
7.315017188E0,8.229999989E-2,2.049999870E-2,6.809999794E-2
7.344987500E0,1.169999968E-2,3.019999899E-2,1.048000008E-1
7.365010938E0,-3.409999982E-2,9.910000116E-2,6.269999593E-2
7.395012500E0,-9.999999747E-5,1.287999898E-1,4.829999804E-2
7.425014063E0,4.930000007E-2,1.092999950E-1,1.799999923E-2
7.455015625E0,-8.999999613E-3,8.969999850E-2,2.479999885E-2
7.485017188E0,-5.649999902E-2,8.980000019E-2,1.409999933E-2
7.514989063E0,-5.449999869E-2,8.989999443E-2,-3.280000016E-2
7.535010938E0,-4.369999841E-2,1.096000001E-1,-6.229999661E-2
7.565012500E0,-1.333999932E-1,9.969999641E-2,-1.006999984E-1
7.595015625E0,-1.474999934E-1,6.079999730E-2,-1.188999936E-1
7.625017188E0,-4.169999808E-2,3.199999779E-2,-3.959999979E-2
7.654987500E0,2.909999900E-2,3.199999779E-2,-1.026000008E-1
7.675009375E0,9.669999778E-2,1.005999967E-1,-3.099999949E-2
7.705012500E0,5.769999698E-2,1.495999992E-1,3.879999742E-2
7.735014063E0,1.370000001E-2,1.197999939E-1,4.010000080E-2
