"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.746249781E2,3.256114423E-1,7.718906403E0,1.091755986E0
1.746450031E2,-1.570596337E0,9.356540680E0,-3.064578176E-1
1.746699969E2,-7.565677166E-1,1.141555405E1,1.130063176E0
1.746949938E2,3.371036053E0,1.235408115E1,1.398213744E0
1.747199906E2,2.719813108E0,1.403959846E1,2.585737705E-1
1.747449859E2,4.596867263E-1,1.507389355E1,5.458779931E-1
1.747650250E2,1.628057122E0,1.445140171E1,4.692635238E-1
1.747899734E2,3.102885485E0,1.315853214E1,-1.130063176E0
1.748099953E2,2.193088770E0,1.235408115E1,-3.093308687E0
1.748349938E2,3.256114423E-1,1.078348446E1,4.692635238E-1
1.748599891E2,-4.022258818E-1,1.387679291E1,1.455674648E0
1.748849859E2,-2.269703150E0,1.364694977E1,1.915361404E0
1.749099828E2,-2.059013367E0,1.131978607E1,3.217807055E0
1.749349781E2,9.576806799E-3,9.021351814E0,1.982398987E0
1.749550000E2,2.106897593E0,7.431602001E0,1.331176162E0
1.749799969E2,2.145204782E0,6.253654957E0,9.672574997E-1
1.750049938E2,1.819593310E-1,6.550535679E0,5.746084079E-2
1.750299906E2,-9.385270476E-1,5.602431774E0,2.873041928E-1
1.750549859E2,-1.800439715E0,4.347870350E0,1.264138460E0
1.750799828E2,-1.991975784E0,3.897760391E0,2.470816135E0
1.751049781E2,-1.053448796E0,4.089296341E0,2.624045134E0
1.751250016E2,-5.650315881E-1,4.328716755E0,3.083731890E0
1.751499984E2,-9.289502501E-1,4.817133904E0,4.146757126E0
1.751749938E2,-2.470816135E0,5.324704647E0,6.483498096E0
1.751999906E2,-1.829170108E0,8.044517517E0,9.777919769E0
1.752249875E2,3.983951569E0,2.321417999E1,1.089840603E1
1.752499844E2,-1.015141487E0,2.320460320E1,9.864110947E-1
1.752749797E2,-6.320692539E0,9.107542992E0,5.544970989E0
1.752999766E2,-4.845864296E0,3.083731890E0,9.787496567E0
1.753199984E2,-2.059013367E0,1.161666679E1,5.382165432E0
1.753449953E2,5.228936672E0,1.413536644E1,-2.173935175E0
1.753699922E2,3.830722570E-1,5.908889771E0,-4.759673119E0
1.753950125E2,-3.859453201E0,3.639186621E0,8.044517636E-1
1.754199844E2,4.022258818E-1,9.730035782E0,3.208230257E0
1.754449828E2,9.672574997E-1,1.125274754E1,5.841852427E-1
1.754699781E2,-5.650315881E-1,1.383848572E1,-4.979939461E-1
1.754900000E2,-2.681505978E-1,1.121444035E1,1.628057122E0
1.755149969E2,-5.937620401E-1,8.255207062E0,1.244984865E0
1.755399922E2,-8.619125932E-2,5.257667065E0,1.474828243E0
1.755649906E2,1.120486379E0,4.807557106E0,9.864110947E-1
1.755899859E2,1.493981838E0,7.077260017E0,3.830722719E-2
1.756149828E2,1.762132406E0,9.902418137E0,-4.022258818E-1
1.756399797E2,2.087743998E0,1.079306126E1,-4.596867263E-1
1.756600016E2,1.570596337E0,8.398859978E0,8.523358107E-1
1.756849984E2,0.000000000E0,7.594407558E0,2.336740971E0
1.757099938E2,-1.695094824E0,9.586383820E0,1.149216771E0
1.757349906E2,-7.374141216E-1,1.149216843E1,1.273715258E0
1.757550062E2,1.628057122E0,1.226788998E1,1.043871999E0
1.757799766E2,4.070142746E0,1.194227791E1,1.024718285E0
1.758000000E2,2.279279947E0,1.284249783E1,6.512228847E-1
1.758249969E2,1.455674648E0,1.492066479E1,1.493981838E0
1.758499938E2,3.189076662E0,1.500685596E1,-6.799532771E-1
1.758749891E2,2.786850691E0,1.347456741E1,-3.303998232E0
1.758999859E2,1.963245392E0,1.192312431E1,-2.882618904E0
1.759249828E2,-2.106897593E0,1.320641613E1,-5.746084079E-2
1.759499781E2,-1.675941229E0,1.373314095E1,2.269703150E0
1.759700016E2,-1.388636947E0,1.347456741E1,1.953668594E0
1.759950250E2,-1.474828243E0,1.196143150E1,2.604891539E0
1.760199938E2,6.129156351E-1,8.734047890E0,1.474828243E0
1.760450016E2,2.892195702E0,6.062118530E0,8.906430602E-1
1.760699875E2,2.154781580E0,5.937620163E0,2.011129409E-1
1.760949938E2,6.320692301E-1,5.995080948E0,-4.309563041E-1
1.761199781E2,-5.841852427E-1,4.501099110E0,5.267243981E-1
1.761400016E2,-1.867477298E0,3.744531393E0,2.030282974E0
1.761650000E2,-2.652775526E0,3.869029999E0,3.141192675E0
1.761899938E2,-2.078166962E0,4.443638325E0,2.863465309E0
1.762149922E2,-1.302445769E0,4.501099110E0,2.825158119E0
1.762399891E2,-1.570596337E0,4.874594688E0,3.792415380E0
1.762649844E2,-1.149216771E0,6.540958881E0,5.391742229E0
1.762899812E2,2.681505978E-1,1.335964584E1,1.201889229E1
1.763149781E2,5.458779931E-1,2.918053055E1,7.431602001E0
1.763350000E2,-4.999093056E0,1.729571342E1,9.097966552E-1
1.763550266E2,-5.114014626E0,5.544970989E0,6.426037312E0
1.763799875E2,-1.541865945E0,6.895300746E-1,1.170285797E1
1.764049828E2,3.505111217E0,1.376187134E1,5.516240597E0
1.764299797E2,7.364564419E0,1.893334770E1,-9.423578262E0
1.764549781E2,-3.524264812E0,7.728483200E0,-5.813121796E0
1.764750312E2,-8.848969460E0,-1.532289088E-1,1.398213744E0
1.764999953E2,-5.928043365E0,2.288856745E0,8.868123055E0
