"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.180449984E2,2.579900026E0,2.921799898E0,2.469199896E0
5.180750000E2,-7.516999841E-1,4.136099815E0,1.069999933E0
5.181049719E2,9.469999671E-1,5.902299881E0,7.756999731E-1
5.181249938E2,2.405900002E0,2.653199911E0,-2.063699961E0
5.181549953E2,3.786399841E0,-6.444999576E-1,-9.666999578E-1
5.181849969E2,2.027999878E0,4.070600033E0,1.284999967E0
5.182150000E2,-2.266299963E0,6.563199997E0,-1.081399918E0
5.182450016E2,-2.113999844E0,2.356199980E0,4.711999893E-1
5.182749719E2,-4.226000011E-1,-6.017000079E-1,-2.249999940E-1
5.182949938E2,1.938899994E0,-3.073099852E0,-2.601899862E0
5.183249969E2,2.802000046E0,-3.846599817E0,-4.367599964E0
5.183549984E2,1.330199957E0,-3.020900011E0,-4.770199776E0
5.183850000E2,2.775000036E-1,-4.115799904E0,-3.938099861E0
5.184149719E2,-1.671700001E0,-4.316800117E0,-6.807999611E-1
5.184349938E2,-1.684599996E0,-4.172399998E0,-6.904999614E-1
5.184649953E2,-1.578899980E0,-3.707000017E0,-5.936999917E-1
5.184949969E2,-2.090999842E0,-2.914000034E0,1.604699969E0
5.185250000E2,7.148999572E-1,2.094999999E-1,4.091799736E0
5.185550016E2,3.379899979E0,1.420129967E1,2.390399933E0
5.185849719E2,-1.503299952E0,6.476599693E0,-2.028399944E0
5.186049953E2,-4.027800083E0,-3.271799803E0,4.612299919E0
5.186349969E2,1.490299940E0,4.380599976E0,9.722599983E0
5.186649984E2,3.848699808E0,1.277049923E1,-1.653389931E1
5.186950000E2,-2.679800034E0,-5.374399662E0,-8.507499695E0
5.187249719E2,-5.301399708E0,-9.707399368E0,3.340299845E0
5.187449938E2,-2.888000011E-1,-5.182399750E0,7.750299931E0
5.187749953E2,5.911099911E0,3.496399879E0,-1.043939972E1
5.188049969E2,1.072999954E0,6.831899643E0,-4.220699787E0
5.188350000E2,-2.293999940E-1,-3.973500013E0,1.326200008E0
5.188650016E2,7.551999688E-1,-6.419399738E0,4.700999856E-1
5.188949719E2,1.378000021E0,-2.357599974E0,3.999999724E-3
5.189149953E2,9.417999983E-1,3.957999945E-1,-4.637999833E-1
5.189449969E2,-1.022400022E0,6.926999688E-1,6.000000052E-3
5.189749984E2,4.337999821E-1,-1.565699935E0,2.923199892E0
5.190050000E2,7.382999659E-1,-3.985999823E-1,2.001399994E0
5.190349719E2,-1.119499922E0,1.310899973E0,1.295099974E0
5.190549938E2,2.056799889E0,1.492799997E0,1.397300005E0
5.190849953E2,3.148299932E0,4.092499733E0,8.109999895E-1
5.191149984E2,6.554999948E-1,4.585199833E0,2.221499920E0
5.191450000E2,2.039099932E0,4.482599735E0,-7.497000098E-1
5.191750016E2,2.354199886E0,2.057399988E0,-4.578999996E0
5.192049734E2,4.107999802E-1,2.650399923E0,-2.171599865E0
5.192249938E2,-2.361899853E0,4.348499775E0,-8.116999865E-1
5.192549969E2,-2.841799974E0,3.329499960E0,1.577000022E-1
5.192849984E2,-1.701200008E0,1.869599938E0,4.404999912E-1
5.193150000E2,2.483000010E-1,-5.044999719E-1,-1.802299976E0
5.193449719E2,3.476399899E0,-2.710099936E0,-3.607399940E0
5.193649938E2,2.864799976E0,-2.689399958E0,-4.314499855E0
5.193949953E2,1.231799960E0,-3.309299946E0,-4.727499962E0
5.194349781E2,-7.657999992E-1,-5.464799881E0,-2.409100056E0
5.194550000E2,-1.476400018E0,-5.575599670E0,-1.375199914E0
5.194850016E2,-1.431899905E0,-5.095900059E0,-1.324100018E0
5.195149734E2,-1.228600025E0,-4.670499802E0,1.473999918E-1
5.195349953E2,-1.038999915E0,-3.180299997E0,1.635899901E0
5.195649969E2,3.106099844E0,4.338200092E0,7.035599709E0
5.195949984E2,3.315699816E0,1.914629936E1,1.659399986E0
5.196250000E2,-5.908499718E0,1.180499911E0,-9.256999493E-1
5.196549719E2,-2.416699886E0,-1.641299963E0,7.730700016E0
5.196749938E2,3.237399817E0,1.121000004E1,2.212199926E0
5.197049953E2,6.790400028E0,6.130899906E0,-1.407699966E1
5.197349984E2,-4.701299667E0,-1.107339954E1,-6.597300053E0
5.197650000E2,-4.735399723E0,-1.020730019E1,5.692599773E0
5.197950016E2,5.038000107E0,3.878499985E0,-2.711999893E0
5.198249734E2,2.917799950E0,1.155579948E1,-7.613199711E0
5.198449953E2,2.285300016E0,2.600100040E0,-1.451599956E0
5.198749969E2,3.028999865E-1,-5.027800083E0,4.231999815E-1
5.199049984E2,-5.379999802E-2,-7.047499657E0,-4.285999835E-1
5.199350016E2,-5.248999596E-1,-3.512599945E0,-1.541199923E0
5.199649719E2,1.101400018E0,1.240199924E0,-9.399999678E-2
5.199849938E2,2.315899849E0,1.968799949E0,-6.725999713E-1
5.200149953E2,8.337999582E-1,-1.801299930E0,1.700999975E0
5.200449984E2,-1.109799981E0,-1.184000000E-1,2.192399979E0
5.200750000E2,4.349999875E-2,2.491199970E0,2.361700058E0
5.201050016E2,4.171199799E0,1.837899923E0,2.588099957E0
5.201349734E2,1.070500016E0,3.828799963E0,1.034099936E0
5.201549953E2,-1.166000009E0,2.592299938E0,1.926099896E0
5.201849969E2,1.718899965E0,5.686100006E0,7.773000002E-1
5.202150000E2,2.860599995E0,1.434799910E0,-4.185400009E0
5.202450016E2,3.028999805E0,8.571999669E-1,-2.363699913E0
5.202749719E2,-8.755999804E-1,6.591499805E0,3.423999846E-1
5.202949938E2,-2.051100016E0,5.724199772E0,-1.067600012E0
5.203249953E2,-1.083199978E0,2.536499977E0,1.349099994E0
5.203549984E2,8.538999557E-1,6.280999780E-1,-7.795000076E-1
5.203850000E2,3.011899948E0,-2.493599892E0,-3.158900023E0
5.204150016E2,1.761899948E0,-3.086599827E0,-5.934899807E0
5.204400047E2,1.674899936E0,-3.486399889E0,-5.878999710E0
5.204700000E2,3.023999929E-1,-5.432099819E0,-4.083099842E0
5.204999719E2,-1.520200014E0,-5.664399624E0,-1.112100005E0
5.205199938E2,-1.815899968E0,-4.936899662E0,-1.030599952E0
5.205499953E2,-9.189999700E-1,-4.051399708E0,-1.381600022E0
5.205799984E2,-9.809999466E-1,-3.391199827E0,1.257599950E0
5.206100000E2,1.121399999E0,1.699699998E0,5.399499893E0
5.206400016E2,-8.709999919E-2,1.664299965E1,2.942699909E0
5.206699719E2,-3.788899899E0,4.503600121E0,-2.345799923E0
5.206899953E2,-3.525599957E0,-4.290999889E0,4.154599667E0
5.207199969E2,7.627999783E-1,2.094799995E0,9.021299362E0
5.207500000E2,9.378399849E0,1.459439945E1,-9.179200172E0
5.207800000E2,2.082299948E0,-2.627199888E0,-9.956299782E0
5.208099719E2,-6.322299957E0,-1.342239952E1,-2.354399920E0
5.208299938E2,-3.259500027E0,-8.156499863E0,4.304299831E0
5.208599953E2,1.665899992E0,4.219299793E0,-3.192799807E0
5.208899969E2,5.742999911E-1,9.143599510E0,-4.943799973E0
5.209200078E2,2.540299892E0,-9.098999500E-1,4.268999994E-1
5.209500016E2,1.419099927E0,-5.070799828E0,2.787999809E-1
5.209799719E2,9.398999810E-1,-5.336100101E0,-4.973999858E-1
5.209999953E2,1.221099973E0,-2.754299879E0,-6.469999552E-1
5.210299969E2,2.462499857E0,1.384000033E-1,-2.195999920E-1
5.210599984E2,3.301299810E0,4.320999980E-1,1.878999919E-1
5.210900016E2,3.721999824E-1,-1.758199930E0,3.057799816E0
5.211199719E2,-1.109599948E0,-1.947399974E0,9.261999726E-1
5.211399938E2,-1.588899970E0,1.100999951E0,1.327899933E0
5.211699953E2,3.754099846E0,1.437299967E0,1.549299955E0
5.211999984E2,2.946399927E0,3.438499928E0,7.270999551E-1
5.212300000E2,8.538999557E-1,6.345499992E0,1.766399980E0
5.212600016E2,3.261399984E0,5.502899647E0,-2.450999916E-1
5.212899719E2,2.365799904E0,5.074999809E0,-3.836399794E0
5.213099953E2,4.726999998E-1,1.976899981E0,-5.066799641E0
5.213399969E2,-4.112299919E0,-1.428999901E-1,-1.889199972E0
5.213699984E2,-1.372200012E0,2.008399963E0,2.081699848E0
5.214000016E2,-1.840699911E0,2.784899950E0,3.549999893E-1
5.214299719E2,3.419999778E-2,-5.699999630E-3,-1.412400007E0
5.214499938E2,2.318799973E0,-1.726199985E0,-2.167099953E0
5.214799969E2,3.721299887E0,-3.012300014E0,-2.800999880E0
5.215099984E2,1.613899946E0,-2.598599911E0,-4.052799702E0
5.215400000E2,1.162000000E-1,-3.555299997E0,-3.185299873E0
5.215700016E2,-1.092299938E0,-4.002200127E0,-1.693499923E0
5.215999734E2,-6.301000118E-1,-3.834199905E0,-2.072000027E0
5.216199953E2,1.343999952E-1,-4.117199898E0,-1.595299959E0
5.216499969E2,-6.859999895E-2,-3.906699896E0,1.378999949E0
5.216799984E2,1.597999930E-1,-5.857999921E-1,6.247200012E0
5.217100016E2,-1.385200024E0,8.596399307E0,4.107399940E0
5.217399719E2,4.205999970E-1,8.548099518E0,-3.732199907E0
5.217599938E2,-1.958899975E0,9.027000070E-1,3.153399944E0
5.217899953E2,-4.037999809E-1,2.194099903E0,1.034949970E1
5.218199984E2,4.368299961E0,1.066939926E1,-7.803599834E0
5.218500000E2,3.741799831E0,-4.553199768E0,-7.907499790E0
5.218800031E2,-5.737099648E0,-1.345799923E1,-4.514999866E0
5.219099734E2,-1.172599912E0,8.799999952E-3,4.998600006E0
5.219299953E2,3.037099838E0,5.402100086E0,-3.497999907E-1
5.219599969E2,2.040899992E0,9.360199928E0,-6.813999653E0
5.219899984E2,1.427699924E0,-1.650799990E0,1.061900020E0
5.220200016E2,1.105899930E0,-5.568899632E0,1.804600000E0
5.220499719E2,5.338000059E-1,-4.902400017E0,1.899999939E-2
5.220699938E2,7.433999777E-1,-2.490799904E0,-7.540000081E-1
5.220999969E2,1.202199936E0,1.031899929E0,-1.325199962E0
5.221299984E2,1.135800004E0,-6.783999801E-1,6.079999804E-1
5.221600000E2,1.063499928E0,-3.289799929E0,3.024699926E0
5.221899703E2,-7.685999870E-1,8.617999554E-1,-4.118999839E-1
5.222099938E2,-1.708999991E0,3.820299864E0,1.629799962E0
5.222399953E2,2.779500008E0,2.524299860E0,3.758499861E0
5.222699969E2,1.940499902E0,4.449299812E0,1.746699929E0
5.223000000E2,9.630999565E-1,4.536699772E0,3.758199930E0
5.223300016E2,2.618799925E0,3.346400023E0,-1.156599998E0
5.223599719E2,1.753199935E0,8.802999854E-1,-5.284399986E0
5.223799938E2,1.589100003E0,1.324999928E-1,-3.586199999E0
5.224099969E2,-1.818499923E0,6.179199696E0,1.274399996E0
5.224349938E2,-2.408299923E0,5.559199810E0,1.358999968E0
5.224649938E2,-2.450599909E0,3.518899918E0,-3.732999861E-1
5.224949969E2,3.174999952E-1,-3.443999887E-1,-2.075799942E0
5.225249984E2,2.972199917E0,-3.673099995E0,-3.156800032E0
5.225550016E2,2.291499853E0,-3.422499895E0,-4.247399807E0
5.225849719E2,1.512499928E0,-5.131099701E0,-4.673500061E0
5.226049938E2,-3.838000000E-1,-6.112299919E0,-2.464499950E0
5.226349953E2,-2.719699860E0,-5.580699921E0,-6.093999743E-1
5.226649984E2,-2.263900042E0,-3.865899801E0,-3.892999887E-1
5.226950000E2,-1.843499899E0,-2.362599850E0,9.637999535E-1
5.227250016E2,3.479999900E-1,-1.669999957E-1,5.100199699E0
5.227550047E2,4.625599861E0,1.068550014E1,5.109099865E0
5.227849750E2,-3.452699900E0,8.928699493E0,-4.022399902E0
5.228049969E2,-4.945600033E0,-1.469999999E-1,2.761199951E0
5.228349984E2,-2.273499966E0,8.289999962E-1,7.882400036E0
5.228650000E2,3.928900003E0,1.267630005E1,-5.226999760E0
5.228949719E2,5.243799686E0,-3.608699799E0,-7.500299931E0
5.229149938E2,-3.147399902E0,-1.192309952E1,-7.688999653E0
5.229449969E2,-5.511600018E0,-7.967099667E0,1.572999954E-1
5.229749984E2,2.988299847E0,4.541500092E0,-1.433999985E-1
5.230050000E2,1.150799990E0,1.025109959E1,-8.563300133E0
5.230350016E2,6.168999672E-1,-6.807999611E-1,2.399999881E-3
5.230649734E2,6.661999822E-1,-4.824399948E0,7.791000009E-1
5.230849953E2,7.611999512E-1,-5.244800091E0,4.337999821E-1
5.231149969E2,6.007999778E-1,-2.369600058E0,-4.240999818E-1
5.231449984E2,9.179999828E-1,8.775999546E-1,-1.202199936E0
5.231750016E2,7.012000084E-1,-2.022999972E-1,-1.291999966E-1
5.232049719E2,2.101999968E-1,-2.289599895E0,4.601999760E0
5.232249938E2,7.608000040E-1,2.953999937E-1,3.208599806E0
5.232549969E2,-5.127999783E-1,7.421000004E-1,1.490999907E-1
5.232849984E2,5.119999647E-1,3.452299833E0,2.974599838E0
5.233150000E2,2.830799818E0,3.227699995E0,1.684799910E0
5.233450016E2,-2.127999961E-1,2.553499937E0,2.788300037E0
5.233749734E2,2.533200026E0,5.598599911E0,1.350299954E0
5.233949953E2,2.735699892E0,2.399299860E0,-1.903099895E0
5.234249969E2,2.591399908E0,-5.748000145E-1,-1.794099927E0
5.234499938E2,2.845999956E0,1.420699954E0,-1.845999956E-1
5.234799953E2,-1.454199910E0,7.089999676E0,2.115999907E-1
5.235099969E2,-4.615900040E0,4.094699860E0,1.173900008E0
5.235400000E2,-1.555299997E0,9.763999581E-1,1.589999907E-2
5.235700016E2,2.979599953E0,-2.875099897E0,-2.459100008E0
5.235999719E2,3.229899883E0,-3.473699808E0,-3.584999800E0
5.236199953E2,2.463700056E0,-3.016899824E0,-4.182699680E0
5.236499969E2,1.399799943E0,-4.173299789E0,-4.930299759E0
5.236799984E2,-4.366999865E-1,-5.031399727E0,-2.264499903E0
5.237100000E2,-2.133800030E0,-4.381400108E0,-8.601999879E-1
5.237399719E2,-2.202699900E0,-3.142699957E0,-8.154000044E-1
5.237599938E2,-1.873899937E0,-3.204799891E0,7.444999814E-1
5.237899953E2,-1.480000019E-1,-1.280099988E0,3.282500029E0
