"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.464998438E0,-2.873041928E-1,-8.810662031E-1,9.777919769E0
7.489995313E0,-3.256114423E-1,-8.810662031E-1,9.749189377E0
7.514992188E0,-3.064578176E-1,-8.810662031E-1,9.739612579E0
7.535045313E0,-3.351882398E-1,-8.714894056E-1,9.749189377E0
7.560009375E0,-3.064578176E-1,-8.714894056E-1,9.777919769E0
7.585006250E0,-3.160346150E-1,-8.810662031E-1,9.797073364E0
7.610003125E0,-2.968810201E-1,-8.714894056E-1,9.768342972E0
7.635021875E0,-2.873041928E-1,-9.002198577E-1,9.787496567E0
7.659995313E0,-2.681505978E-1,-9.002198577E-1,9.787496567E0
7.684992188E0,-2.585737705E-1,-9.002198577E-1,9.787496567E0
7.705015625E0,-2.777273953E-1,-8.810662031E-1,9.777919769E0
7.730010938E0,-2.873041928E-1,-8.619126081E-1,9.797073364E0
7.755006250E0,-2.873041928E-1,-8.906430602E-1,9.777919769E0
7.780003125E0,-3.160346150E-1,-8.714894056E-1,9.768342972E0
7.805000000E0,-3.256114423E-1,-8.714894056E-1,9.758766174E0
7.829996875E0,-3.256114423E-1,-8.906430602E-1,9.749189377E0
7.854992188E0,-3.160346150E-1,-8.906430602E-1,9.797073364E0
7.875015625E0,-2.968810201E-1,-9.002198577E-1,9.768342972E0
7.900012500E0,-3.064578176E-1,-9.193734527E-1,9.787496567E0
7.925009375E0,-2.968810201E-1,-9.002198577E-1,9.816226959E0
7.950004688E0,-2.777273953E-1,-8.236053586E-1,9.806650162E0
7.975001563E0,-2.777273953E-1,-8.140285611E-1,9.787496567E0
7.999996875E0,-2.777273953E-1,-9.002198577E-1,9.758766174E0
8.024995313E0,-2.777273953E-1,-9.385270476E-1,9.749189377E0
8.049990625E0,-3.160346150E-1,-9.385270476E-1,9.777919769E0
8.070012500E0,-3.160346150E-1,-9.193734527E-1,9.787496567E0
8.095009375E0,-3.256114423E-1,-8.619126081E-1,9.806650162E0
