"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.013186978E0,-1.061170006E1,-8.222599983E0,-5.631499767E0
7.033304686E0,-9.603300095E0,-9.625699997E0,-3.286299944E0
7.062809373E0,-2.509899855E0,5.225699902E0,4.601200104E0
7.082859894E0,9.033999443E0,3.404000092E1,-1.600999981E-1
7.103081769E0,-5.240999699E0,1.146099949E1,-5.575900078E0
7.123110415E0,-7.491899967E0,1.003269958E1,3.477099895E0
7.143249998E0,-1.393399954E0,1.549809933E1,1.423999906E0
7.173160415E0,6.750699997E0,9.971599579E0,-4.839799881E0
7.202942707E0,3.043399811E0,4.717999935E0,-5.451299667E0
7.233113540E0,-5.561000109E-1,-3.668200016E0,-4.284599781E0
7.262822915E0,-2.490900040E0,-1.000809956E1,-2.683699846E0
7.282840103E0,-4.266599655E0,-1.492659950E1,-9.990999699E-1
7.302930728E0,-6.628499985E0,-2.901179886E1,-3.187599897E0
7.323053123E0,3.784799814E0,-2.133949852E1,-7.695899963E0
7.343268228E0,6.602999568E-1,-1.213039970E1,-1.373099995E1
7.372914061E0,2.794199944E0,1.720120049E1,-7.336299896E0
7.393079686E0,-8.870200157E0,2.346729851E1,1.618339920E1
7.423090103E0,-8.269700050E0,3.507799864E0,7.757400036E0
7.452167707E0,-1.575899959E0,2.932999849E0,-4.174440002E1
7.472921353E0,5.703000069E0,-1.039330006E1,9.743999839E-1
7.493122915E0,5.296999931E0,-9.219299316E0,-3.841099977E0
7.522836978E0,4.598999918E-1,-5.760099888E0,-1.232319927E1
7.543067707E0,-3.947299957E0,3.752750015E1,-1.027489948E1
7.572933332E0,5.182699680E0,5.712899685E0,1.134000015E1
7.593076040E0,9.042900085E0,-7.726999521E-1,2.378099918E0
7.622891665E0,-2.168299913E0,4.024799824E0,1.736599922E0
7.643106248E0,-9.702799797E0,-1.071099997E0,9.992499352E0
7.673195832E0,-1.790699959E0,-2.659699917E0,4.753999710E0
7.702838019E0,8.478799820E0,-5.736199856E0,-1.276399970E0
7.723085415E0,7.005799770E0,-1.021459961E1,1.251099944E0
7.752896353E0,-2.943599939E0,-4.038199902E0,7.280200005E0
7.772898957E0,-8.079699516E0,-4.939499855E0,1.543699980E0
7.793363019E0,-1.174549961E1,-8.380399704E0,-7.337999821E0
7.823123436E0,-4.636899948E0,-5.087199688E0,1.810199976E0
7.853108332E0,7.051099777E0,2.608689880E1,2.578899860E0
7.883047915E0,-6.578000069E0,8.783399582E0,-4.001500130E0
7.912939061E0,-1.726199985E0,1.543619919E1,4.394599915E0
7.933131769E0,1.252399921E0,1.589989948E1,-3.270999908E0
7.955544269E0,5.193099976E0,1.063149929E1,-5.316400051E0
7.982879686E0,9.850999713E-1,3.329699993E0,-3.915099859E0
8.002890102E0,-8.709999919E-1,-2.462100029E0,-2.467900038E0
8.033099998E0,-9.102999568E-1,-8.707200050E0,-2.207099915E0
8.062891665E0,-3.510499954E0,-1.616379929E1,-2.599299908E0
8.093136457E0,-2.385200024E0,-2.605299950E1,-4.063499928E0
8.123037498E0,2.173599958E0,-1.215590000E1,-1.329279995E1
8.143140623E0,3.058399916E0,-1.216599941E0,-1.188219929E1
8.172936977E0,-7.305699825E0,2.669540024E1,1.694630051E1
8.193126040E0,-1.624709892E1,7.459599972E0,9.499099731E0
8.222884373E0,-1.329699993E0,4.580800056E0,-3.621400070E1
8.243198957E0,-3.669999912E-2,-1.335929966E1,-9.281700134E0
8.264940102E0,6.756799698E0,-8.360699654E0,6.133999825E-1
8.293107290E0,5.075900078E0,-3.948699951E0,-1.627969933E1
8.322833852E0,-1.231619930E1,3.389030075E1,-3.132200003E0
8.343135936E0,-6.940499783E0,1.867160034E1,1.185219955E1
8.372956248E0,1.304439926E1,2.070999861E0,1.392899990E0
8.393169269E0,3.696499825E0,5.684599876E0,-1.699399948E0
8.422916144E0,-1.133459949E1,-1.429499984E0,8.687699318E0
8.454492707E0,-3.742399931E0,-4.035699844E0,5.416399956E0
8.482873957E0,7.404299736E0,-7.580399990E0,5.245000124E-1
8.512913019E0,4.773999751E-1,-4.727699757E0,4.363699913E0
8.532959373E0,-1.172899961E0,-5.573499680E0,3.481199980E0
8.563209373E0,-5.632799625E0,-7.607599735E0,-3.439299822E0
8.593083852E0,-7.924099922E0,-8.529399872E0,-1.275399923E0
8.622833852E0,9.873999953E-1,1.063789940E1,3.693799973E0
8.643130207E0,8.303199768E0,3.713909912E1,2.581999898E-1
8.672877602E0,-5.231100082E0,6.528699875E0,-3.783999979E-1
8.693108332E0,-2.109499931E0,1.189069939E1,3.485999823E0
8.713196873E0,2.108999938E-1,1.635849953E1,-3.978099823E0
8.743033332E0,7.398200035E0,7.870299816E0,-3.917500019E0
8.772923957E0,2.460000038E0,-8.545999527E-1,-1.270200014E0
8.793106248E0,-1.504199982E0,-3.461599827E0,-1.730199933E0
8.813252602E0,-1.152699947E0,-8.501399994E0,-2.873100042E0
8.843182290E0,-2.449199915E0,-1.480469990E1,-3.272300005E0
8.872908852E0,-2.193599939E0,-2.498900032E1,-6.952999592E0
8.893104165E0,1.772399902E0,-1.516689968E1,-1.142359924E1
8.913115102E0,1.889099956E0,-5.326499939E0,-1.532429981E1
8.953378644E0,-8.411799431E0,2.557059860E1,1.687199974E1
8.982947394E0,-5.992300034E0,1.442429924E1,1.142280006E1
9.012886977E0,8.849100113E0,-1.557369995E1,-3.142319870E1
9.033036456E0,-2.341500044E0,-1.635260010E1,1.159999967E0
9.062833331E0,7.940599918E0,-1.497389984E1,-9.273099899E0
9.083073436E0,3.299599886E0,1.109899998E0,-9.984999657E0
9.112969790E0,-2.117969894E1,4.845549774E1,-9.878399849E0
9.133130206E0,8.368899345E0,-7.304999828E-1,8.410399437E0
9.162985415E0,1.458599925E0,4.526000023E0,-2.124399900E0
9.193117186E0,-1.342539978E1,-7.501999736E-1,9.223499298E0
9.213118748E0,-8.701799393E0,-3.196499825E0,7.315299988E0
9.243081248E0,7.861199856E0,-5.277999878E0,2.562599897E0
9.272882811E0,9.713999748E0,-9.897899628E0,-6.366999745E-1
9.293111977E0,1.723299980E0,-2.624300003E0,7.848099709E0
9.322868227E0,-4.121299744E0,-5.777699947E0,-3.346000016E-1
9.343063540E0,-8.626199722E0,-1.026329994E1,-4.324899673E0
9.373051040E0,-4.927799702E0,-7.719299793E0,1.812500000E0
9.393072394E0,3.529399872E0,4.160200119E0,6.391999722E-1
9.413122394E0,1.449139977E1,4.543549728E1,-5.603899956E0
9.453907811E0,-8.013599396E0,6.632799625E0,8.715999722E-1
9.482833331E0,-1.251099944E0,1.213889980E1,-1.606899977E0
9.502861456E0,3.997099876E0,9.695099831E0,-5.464799881E0
9.523077602E0,6.285899639E0,6.738999844E0,-2.773499966E0
9.543105727E0,4.145299911E0,1.469499946E0,-1.624199986E0
9.572888540E0,3.838999867E-1,-4.979700089E0,-4.257999897E0
9.593419269E0,-3.649999797E-1,-7.859999657E0,-5.304800034E0
9.622832811E0,-2.533999920E0,-1.372579956E1,-4.647399902E0
9.643093748E0,-5.559400082E0,-2.555789948E1,-4.957099915E0
9.673227081E0,6.681799889E0,-1.528209972E1,-7.984999657E0
9.703040102E0,1.700599909E0,-2.481699944E0,-1.514559937E1
9.732981248E0,-9.819999695E0,2.724329948E1,2.034729958E1
9.762866144E0,-9.635700226E0,1.483089924E1,1.064470005E1
9.783071352E0,4.468100071E0,-1.674299955E0,-4.612859726E1
9.812865102E0,-4.283899784E0,-1.615909958E1,2.613999844E0
9.833048956E0,1.070039940E1,-1.310019970E1,-2.425799847E0
9.853083331E0,8.490099907E0,-1.617300034E1,-1.477399921E1
9.873288019E0,1.029510021E1,2.955169868E1,-6.820600033E0
9.893432290E0,-1.734519958E1,5.348309708E1,-4.324899673E0
9.923088019E0,1.164859962E1,-6.112999916E0,5.425699711E0
9.952793227E0,2.926800013E0,7.640599728E0,5.145999789E-1
9.973185415E0,-9.214099884E0,5.368700027E0,2.685400009E0
9.993194269E0,-1.393999958E1,7.059999704E-1,6.932299614E0
1.002285364E1,3.130499840E0,-6.770499706E0,-1.253899932E0
1.004332396E1,6.853899956E0,-8.519199371E0,-6.425999641E0
1.007293542E1,1.896699905E0,-7.947999954E0,4.435800076E0
1.009310104E1,-3.848500013E0,-7.303599834E0,1.974399924E0
1.012304114E1,-8.609099388E0,-5.786599636E0,-4.302199841E0
1.014310312E1,-5.073299885E0,-6.103699684E0,-1.516099930E0
1.017291719E1,1.777999997E0,-2.895299911E0,4.079400063E0
1.019315156E1,8.641599655E0,2.207349968E1,2.528599977E0
1.022282500E1,-1.957699895E0,1.841209984E1,-1.625899887E1
1.024331510E1,-6.275999546E-1,1.511199951E0,-1.785899997E0
1.027289792E1,-1.069700003E0,6.271499634E0,8.413999677E-1
