"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.274975000E0,-2.780200005E0,2.217299938E0,-6.707999706E-1
7.294996875E0,-2.080699921E0,1.454299927E0,-5.779999867E-2
7.325042187E0,-1.212599993E0,1.770399928E0,-1.079900026E0
7.355001562E0,-1.532799959E0,3.005199909E0,-2.589200020E0
7.385003125E0,-1.949999928E-1,2.335199833E0,-2.414399862E0
7.415006250E0,-1.615700006E0,-3.522999883E-1,1.577799916E0
7.444976562E0,-1.423999906E0,2.392400026E0,-3.290699959E0
7.464998437E0,-1.436399937E0,1.392799973E0,-1.626299977E0
7.495000000E0,-3.489300013E0,1.449100018E0,-2.799999900E-2
7.525003125E0,-2.032999992E0,1.473099947E0,-4.752999842E-1
7.555004687E0,-8.324999809E-1,9.697999954E-1,-1.492499948E0
7.584975000E0,-7.070999742E-1,1.498299956E0,-1.010900021E0
7.604996875E0,-7.633999586E-1,3.402299881E0,-1.181399941E0
7.635000000E0,-1.901399970E0,1.926399946E0,-4.927999973E-1
7.665001562E0,-1.509999990E0,3.103999794E-1,-1.589999944E-1
7.695003125E0,-8.646999598E-1,1.223799944E0,-9.985999465E-1
7.725004687E0,-1.711300015E0,2.693099976E0,-1.540799975E0
7.754976562E0,-1.845600009E0,1.193499923E0,-1.477899909E0
7.774998437E0,-2.365700006E0,8.790999651E-1,1.308999956E-1
7.805000000E0,-1.263000011E0,1.677899957E0,1.669999957E-2
7.835003125E0,-7.193999887E-1,1.435199976E0,-7.141999602E-1
7.865004687E0,-1.907499909E0,1.748399973E0,-9.099999815E-2
7.894975000E0,-1.192499995E0,1.586300015E0,-1.018599987E0
7.914996875E0,-1.199800014E0,1.107599974E0,-6.589999795E-1
7.945000000E0,-9.152999520E-1,1.801499963E0,-1.331000030E-1
7.975001562E0,-8.824999928E-1,2.656699896E0,-1.029600024E0
8.005003125E0,-2.333899975E0,1.979099989E0,-7.421000004E-1
8.035006250E0,-3.176499844E0,1.354499936E0,-9.220999479E-1
8.064976562E0,-2.179499865E0,2.147799969E0,-4.154999852E-1
8.084998437E0,-1.521899939E0,3.079099894E0,-1.648399949E0
8.115001562E0,-1.548099995E0,3.635299921E0,-1.596199989E0
8.145003125E0,-6.898999810E-1,2.823599815E0,-1.097199917E0
8.175004687E0,-4.131999910E-1,1.725299954E0,-4.934999943E-1
8.204975000E0,-3.876000047E-1,1.618499994E0,-2.612999976E-1
8.224996875E0,-9.699999690E-1,1.781099916E0,-1.018800020E0
8.255000000E0,-8.707000017E-1,2.718699932E0,-1.061200023E0
8.285001562E0,-3.838999867E-1,4.689199924E0,-7.914999723E-1
8.315003125E0,-7.059999704E-1,5.394799709E0,4.274999797E-1
8.345006250E0,-1.783399940E0,3.700099945E0,-1.455599904E0
8.374976562E0,-2.837299824E0,1.617599964E0,-2.327100039E0
8.394998437E0,-3.503599882E0,1.981699944E0,-1.726899981E0
8.425001562E0,-2.106699944E0,3.946099997E0,2.421999872E-1
8.455003125E0,-2.223299980E0,4.066800117E0,1.072700024E0
8.485004687E0,-6.093999743E-1,1.023900032E0,-1.108899951E0
8.514975000E0,6.462999582E-1,-2.192199945E0,-1.862999916E0
8.534998437E0,-9.519999623E-1,-8.161000013E-1,-3.343400002E0
8.565000000E0,-2.576499939E0,2.701999903E0,-2.278199911E0
8.595001562E0,-2.487400055E0,5.375899792E0,2.037999868E0
8.625003125E0,-6.833999753E-1,4.385499954E0,2.586199999E0
8.655006250E0,1.796599984E0,3.288899899E0,2.039999887E-2
8.684976562E0,5.293999910E-1,2.441900015E0,-2.053200006E0
8.704998437E0,-1.064599991E0,2.028100014E0,-1.310099959E0
8.735001562E0,-1.904299974E0,1.906899929E0,-1.428900003E0
8.765003125E0,-2.357699871E0,2.030999899E0,-1.336999983E-1
8.795004687E0,-8.707999587E-1,2.723700047E0,1.181800008E0
8.824975000E0,-8.610000014E-1,2.170500040E0,9.444999695E-1
8.844998437E0,-1.094099998E0,2.357699871E0,-1.698099971E0
8.875000000E0,-1.040199995E0,2.476099968E0,-1.855499983E0
8.905001562E0,-1.693399906E0,1.802699924E0,-8.141999841E-1
8.935003125E0,-2.446099997E0,1.208999991E0,-4.694999754E-1
8.965006250E0,-4.434999824E-1,1.026099920E0,-1.244199991E0
8.994976562E0,8.234999776E-1,3.105799913E0,-3.300599813E0
9.014998437E0,9.541999698E-1,2.702899933E0,-1.617900014E0
9.045001562E0,-1.179799914E0,1.469299912E0,1.004000008E-1
9.075003125E0,-2.500599861E0,1.657999992E0,4.716999829E-1
9.105004687E0,-1.857999921E0,2.477200031E0,2.560999990E-1
9.134976562E0,-1.884199977E0,2.731099844E0,-4.479999840E-1
9.154998437E0,-1.763999939E0,1.379400015E0,-1.539699912E0
9.185000000E0,-6.304999590E-1,1.196999997E-1,-7.231999636E-1
9.215001562E0,-3.470999897E-1,2.714299917E0,-1.684000015E0
9.245004687E0,-1.051699996E0,1.981999993E0,-6.277999878E-1
9.275006250E0,-1.399599910E0,2.064300060E0,-1.198699951E0
9.304976562E0,-1.642799973E0,2.942299843E0,-2.549999952E-1
9.325012500E0,-1.310199976E0,2.734899998E0,-1.199499965E0
9.355001562E0,-1.325299978E0,5.365999937E-1,-1.893599987E0
9.385003125E0,-1.446299911E0,1.457499981E0,-6.194999814E-1
9.415004687E0,-4.608999789E-1,2.461699963E0,-1.395900011E0
9.444976562E0,-1.241599917E0,2.733799934E0,-1.295599937E0
9.464998437E0,-1.567499995E0,2.436899900E0,-9.310999513E-1
