"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.452199859E2,-4.715879560E-1,5.497787148E-2,-3.054326177E-1
1.452449828E2,6.230825558E-2,-4.776966274E-1,-6.108652428E-2
1.452650047E2,6.572909951E-1,-2.015855312E-1,-2.247984111E-1
1.452900016E2,4.923573732E-1,2.602286041E-1,-1.624901593E-1
1.453149969E2,-3.445279896E-1,-1.050688177E-1,1.539380401E-1
1.453399938E2,-6.023131013E-1,-3.054326177E-1,1.637118906E-1
1.453649906E2,-6.976081133E-1,3.225368559E-1,-3.665191308E-2
1.453899875E2,-6.181955934E-1,1.167974353E0,3.909537569E-2
1.454100219E2,-7.745771408E-1,9.871582389E-1,2.663372457E-1
1.454350063E2,-1.748296261E0,3.005456924E-1,1.502728462E-1
1.454600031E2,-1.684766293E0,-1.075122803E-1,1.221730490E-3
1.454849984E2,-1.227839112E0,1.869247556E-1,1.881464869E-1
1.455099984E2,-1.506393671E0,4.630358517E-1,-1.661553383E-1
1.455349906E2,-1.576032281E0,4.508185387E-1,-3.628539443E-1
1.455599875E2,-1.081231475E0,1.649336100E0,1.319468915E-1
1.455849844E2,-1.254717231E0,1.260825872E0,-2.199114859E-2
1.456100031E2,-1.477072120E0,1.075122833E0,-1.490511149E-1
1.456300109E2,-1.464854836E0,1.128878951E0,-7.941248268E-2
1.456550000E2,-1.430646420E0,1.372003317E0,-1.844813079E-1
1.456800094E2,-1.688431501E0,1.314581990E0,-5.290092826E-1
1.457049922E2,-2.029294252E0,1.304808140E0,-6.047565937E-1
1.457299891E2,-2.262644768E0,1.214400053E0,-6.841690540E-1
1.457549844E2,-2.401922226E0,7.452555895E-1,-7.208209634E-1
1.457799828E2,-2.285857677E0,5.265658498E-1,-5.400048494E-1
1.458000062E2,-2.021963835E0,2.333505154E-1,-3.604104817E-1
1.458250062E2,-1.633453608E0,-9.773843922E-3,-2.700024247E-1
1.458499984E2,-1.145983219E0,4.153883457E-2,-2.797762752E-1
1.458749938E2,-7.122688890E-1,2.761110961E-1,-2.883283794E-1
1.458999906E2,-3.433062732E-1,2.406809032E-1,-2.455678284E-1
1.459249859E2,-1.038470864E-1,-1.123992056E-1,-2.834414840E-1
1.459499844E2,2.480112910E-1,-4.031710625E-1,-2.357939780E-1
1.459700062E2,6.072000265E-1,-9.040805697E-1,-1.759291887E-1
1.459950016E2,9.431759119E-1,-9.712757468E-1,-1.343903542E-1
1.460199984E2,1.258382440E0,-6.621779203E-1,1.136209369E-1
1.460449953E2,1.401324868E0,-7.330383062E-1,1.734857261E-1
1.460699922E2,1.408655286E0,-8.356636167E-1,1.698205322E-1
1.460949875E2,1.488067746E0,-1.269377947E0,1.539380401E-1
1.461199844E2,1.644449234E0,-1.222952247E0,3.298672140E-1
1.461449797E2,1.850921631E0,-1.192408919E0,3.714060783E-1
1.461650031E2,1.941329718E0,-1.185078502E0,3.323106766E-1
1.461900000E2,1.897347450E0,-1.010371089E0,3.237585723E-1
1.462149953E2,1.745852828E0,-8.625417352E-1,4.080579877E-1
1.462399922E2,2.086715698E0,-8.466592431E-1,3.298672140E-1
1.462649875E2,2.153910875E0,-1.133765936E0,1.343903542E-1
1.462899859E2,2.230879784E0,-8.588765264E-1,1.563815027E-1
1.463149813E2,2.006081343E0,-9.737191796E-1,2.663372457E-1
1.463350047E2,1.847256422E0,-6.597344279E-1,1.123992056E-1
1.463600016E2,1.554041147E0,-2.174680233E-1,-7.208209485E-2
1.463849969E2,1.365894675E0,-1.527163088E-1,-2.309070528E-1
1.464100156E2,1.120326877E0,-3.579670191E-1,-2.956587672E-1
1.464349891E2,9.773843884E-1,-5.290092826E-1,-4.972442985E-1
1.464599859E2,9.761626720E-1,-6.621779203E-1,-8.368853927E-1
1.464849828E2,9.749408960E-1,-4.398229718E-1,-7.745771408E-1
1.465050047E2,7.391469479E-1,-1.893682182E-1,-5.497786999E-1
1.465300016E2,6.108652428E-2,1.685988009E-1,-5.143485069E-1
1.465549984E2,3.567453027E-1,9.126326442E-1,-8.319984674E-1
1.465799938E2,6.108652428E-2,6.206390858E-1,-4.153883457E-1
1.466049906E2,-3.213151097E-1,7.391469479E-1,-1.832595654E-2
1.466299875E2,-6.365215778E-1,7.648032904E-1,-1.734857261E-1
1.466500141E2,-6.988298297E-1,4.948008358E-1,-2.296853215E-1
1.466750062E2,-5.571091175E-1,3.897320330E-1,1.710422710E-2
1.467000047E2,-8.881980777E-1,3.371976018E-1,3.054326177E-1
1.467250000E2,-9.969320893E-1,6.230825558E-2,4.605923891E-1
1.467500094E2,-1.040914416E0,3.933972120E-1,6.536257863E-1
1.467749922E2,-1.158200502E0,7.305948138E-1,6.585127115E-1
1.467999891E2,-1.458746195E0,8.368853927E-1,6.792821288E-1
1.468249859E2,-1.858252048E0,8.674286604E-1,7.696902156E-1
1.468499844E2,-2.032959461E0,1.050688148E0,8.307766914E-1
1.468700031E2,-1.965764284E0,1.551597714E0,7.550294399E-1
1.468950000E2,-2.153910875E0,1.623679757E0,3.237585723E-1
1.469199953E2,-1.944994926E0,1.511280537E0,8.307766914E-2
1.469449922E2,-1.875356317E0,1.373225093E0,-1.759291887E-1
1.469699906E2,-1.593136549E0,1.502728462E0,-8.918632567E-2
1.469949859E2,-2.052507162E0,9.896016717E-1,-4.972442985E-1
1.470199828E2,-2.229658127E0,1.142318010E0,-4.691444933E-1
1.470400047E2,-2.208888769E0,1.262047529E0,-3.921754956E-1
1.470650016E2,-1.866804123E0,7.623597980E-1,-4.776966274E-1
1.470899984E2,-1.580919266E0,5.986479297E-2,-4.105014503E-1
1.471100141E2,-1.251052022E0,-1.026253626E-1,-3.836233616E-1
1.471349844E2,-1.123992085E0,-3.665191354E-3,-5.412266254E-1
1.471599813E2,-5.876523852E-1,-4.153883457E-2,-3.225368559E-1
1.471800047E2,-9.285151958E-2,-4.117231667E-1,-5.497787148E-2
1.472050000E2,-5.009094998E-2,-5.619960427E-1,-7.208209485E-2
1.472299969E2,2.834414840E-1,-9.749408960E-1,-1.185078546E-1
1.472500078E2,1.072679400E0,-1.402546525E0,-7.941248268E-2
1.472749844E2,2.119702339E0,-1.401324868E0,1.062905490E-1
1.472950062E2,2.042733431E0,-8.637634516E-1,3.860668242E-1
1.473200031E2,1.484402537E0,-5.119050741E-1,2.211332172E-1
1.473450000E2,1.235169530E0,-8.747590184E-1,2.162462920E-1
1.473699969E2,1.738522410E0,-1.214400053E0,4.960225821E-1
1.473949922E2,2.195449591E0,-1.693318486E0,4.557054639E-1
1.474199891E2,2.223549366E0,-1.629788399E0,1.759291887E-1
1.474449844E2,2.353052855E0,-1.313360214E0,3.420845419E-2
1.474699828E2,2.332283497E0,-1.025031924E0,-1.185078546E-1
1.474900047E2,2.243097067E0,-6.939429045E-1,-1.881464869E-1
1.475150000E2,2.183232307E0,-6.670648456E-1,7.086037099E-2
1.475399969E2,2.069611311E0,-5.277875662E-1,-3.054326214E-2
1.475649922E2,1.755626678E0,-4.080579877E-1,-1.600466967E-1
1.475899891E2,1.500285029E0,-4.214970171E-1,-2.284636050E-1
1.476149859E2,1.298699498E0,-3.738495111E-1,-3.543018401E-1
1.476399828E2,1.354899049E0,-4.813618064E-1,-4.019493163E-1
1.476600047E2,1.391551018E0,-5.229006410E-1,-3.591887653E-1
1.476800109E2,1.226617336E0,-6.218608022E-1,-2.700024247E-1
1.477049922E2,6.951646209E-1,-4.593706429E-1,-2.223549485E-1
1.477299906E2,4.373795092E-1,-2.162462920E-1,-1.649336070E-1
1.477499906E2,2.712241709E-1,-7.574728876E-2,-1.270599663E-1
1.477700016E2,-8.552113175E-2,3.042109013E-1,-4.520402849E-2
1.477949984E2,-5.009095073E-1,6.304129362E-1,2.968805134E-1
1.478199953E2,-6.939429045E-1,8.833111525E-1,4.117231667E-1
1.478449906E2,-6.597344279E-1,4.911356568E-1,2.394591719E-1
1.478699891E2,-7.757988572E-1,5.131267905E-1,-1.466076542E-2
1.478949844E2,-8.234463334E-1,1.001819015E0,-1.356120855E-1
1.479199812E2,-1.130100727E0,1.021366715E0,-2.186897546E-1
1.479400031E2,-1.325577617E0,9.358455539E-1,-1.392772794E-1
1.479650000E2,-1.475850463E0,7.281513810E-1,-1.343903504E-2
1.479899969E2,-1.271821380E0,1.028697014E0,1.466076523E-1
1.480149922E2,-1.705535769E0,9.077457190E-1,2.040289938E-1
1.480399891E2,-1.577254057E0,1.133765936E0,-2.443460980E-3
1.480600250E2,-1.753183246E0,1.496619821E0,3.909537569E-2
1.480800500E2,-2.326174736E0,1.288925648E0,-4.043927789E-1
1.481049984E2,-2.601064205E0,8.674286604E-1,-6.646213531E-1
1.481299953E2,-2.497217178E0,7.244861722E-1,-5.204572082E-1
1.481549906E2,-2.269975185E0,5.461135507E-1,-3.604104817E-1
1.481799891E2,-2.172236681E0,8.491026759E-1,-5.729916096E-1
1.482049844E2,-2.023185730E0,1.324355841E0,-6.670648456E-1
1.482299812E2,-1.859473825E0,1.448972344E0,-5.839871764E-1
1.482500031E2,-1.753183246E0,1.428202868E0,-4.337143302E-1
1.482750000E2,-1.810604572E0,5.913175344E-1,-7.831292152E-1
1.482999969E2,-1.666440368E0,-3.530800939E-1,-7.696902156E-1
1.483249922E2,-5.253440887E-2,-7.379252315E-1,1.588249579E-2
1.483499891E2,6.108652428E-2,-1.918116808E-1,-2.370157093E-1
1.483749859E2,2.467895597E-1,-1.343903504E-2,1.185078546E-1
1.483999812E2,8.955284357E-1,-4.386012256E-1,3.506366313E-1
1.484200047E2,9.883799553E-1,-1.331686258E0,1.539380401E-1
1.484450016E2,1.125213742E0,-1.433089852E0,2.956587672E-1
1.484699984E2,1.558928132E0,-1.499063253E0,4.300491214E-1
1.484949938E2,1.813048005E0,-1.339016557E0,2.663372457E-1
1.485199906E2,2.086715698E0,-1.342681766E0,1.099557430E-1
1.485449859E2,2.190562725E0,-1.589471340E0,3.909537569E-2
1.485699828E2,2.376265764E0,-1.277930021E0,2.492330223E-1
1.485900063E2,2.399478674E0,-1.215621829E0,3.836233616E-1
1.486150016E2,2.404365540E0,-7.330383062E-1,2.651154995E-1
1.486400281E2,2.280970812E0,-5.729916096E-1,7.819075137E-2
1.486649953E2,2.312735796E0,-4.948008358E-1,1.099557430E-2
1.486899922E2,2.331061840E0,-4.251621962E-1,-4.642575979E-2
1.487149875E2,2.190562725E0,-3.164281845E-1,-2.015855312E-1
1.487399844E2,1.886351824E0,-3.457497358E-1,-2.553416789E-1
1.487600062E2,1.605353832E0,-3.616322279E-1,-2.602286041E-1
1.487800188E2,1.442863703E0,-2.834414840E-1,-1.893682182E-1
1.488000219E2,1.133765936E0,-2.968805134E-1,-1.930334121E-1
1.488250297E2,5.363397002E-1,-3.885102868E-1,-2.064724565E-1
1.488499938E2,2.040289938E-1,-4.862487316E-1,-2.382374406E-1
1.488700031E2,1.343903504E-2,-5.192354321E-1,-2.199114859E-1
1.488950000E2,-2.064724565E-1,-5.290092826E-1,-2.443460934E-2
1.489200266E2,-4.508185387E-1,-2.577851415E-1,2.981022298E-1
1.489449922E2,-5.522221923E-1,-4.642575979E-2,4.080579877E-1
1.489699891E2,-5.314527750E-1,4.972442985E-1,3.604104817E-1
1.489949859E2,-5.852088928E-1,7.892378569E-1,4.166100919E-1
1.490199828E2,-8.246680498E-1,1.037249207E0,4.996877611E-1
1.490400047E2,-1.148426652E0,1.128878951E0,5.094615817E-1
1.490650016E2,-1.365894675E0,1.115439892E0,3.274237812E-1
1.490899984E2,-1.503950238E0,8.478809595E-1,3.408628106E-1
1.491100188E2,-1.576032281E0,1.043357849E0,2.993239760E-1
1.491349844E2,-1.920560360E0,8.686503768E-1,7.330382708E-3
1.491599813E2,-1.960877419E0,8.662068844E-1,-3.359758854E-1
1.491800031E2,-2.081828833E0,9.712757468E-1,-4.642575681E-1
1.492000266E2,-2.078163624E0,1.181413412E0,-4.776966274E-1
1.492249906E2,-2.108706713E0,1.342681766E0,-5.510004163E-1
1.492499859E2,-2.116037130E0,1.387885809E0,-4.899139106E-1
1.492700094E2,-2.265088320E0,1.506393671E0,-5.717698336E-1
1.492950062E2,-2.316401005E0,1.839926124E0,-6.695082784E-1
1.493200031E2,-2.229658127E0,1.836260915E0,-6.059783101E-1
1.493449984E2,-1.954768777E0,1.466076612E0,-5.558873415E-1
1.493699953E2,-1.677435994E0,1.001819015E0,-5.106833577E-1
1.493949922E2,-1.273043156E0,8.063421398E-2,-4.776966274E-1
1.494199891E2,-9.382889867E-1,-2.785545588E-1,-4.495968223E-1
1.494449844E2,-4.569272101E-1,-4.764748812E-1,-3.872885704E-1
1.494699813E2,1.588249579E-2,-6.047565937E-1,-4.031710625E-1
1.494900031E2,5.656611919E-1,-7.257078886E-1,-2.211332172E-1
1.495100422E2,9.101892114E-1,-7.733553648E-1,-9.040805697E-2
1.495349906E2,1.119105101E0,-8.038986325E-1,5.864306167E-2
1.495599875E2,1.445307136E0,-8.698720932E-1,1.343903542E-1
1.495849844E2,1.716531277E0,-1.114218235E0,1.392772794E-1
1.496050062E2,2.035403013E0,-1.132544160E0,1.295034289E-1
1.496300031E2,2.221106052E0,-1.331686258E0,1.539380401E-1
1.496550000E2,2.367713690E0,-1.222952247E0,1.954768747E-1
1.496799969E2,2.331061840E0,-1.039692640E0,2.406809032E-1
1.497049922E2,2.144136906E0,-1.099557400E0,2.761110961E-1
1.497299891E2,2.182010651E0,-8.539896011E-1,2.309070528E-1
1.497549844E2,2.262644768E0,-6.548475623E-1,1.551597714E-1
1.497799813E2,2.211332083E0,-5.705481172E-1,2.968805134E-1
1.498000250E2,2.406809092E0,-2.406809032E-1,2.944370508E-1
1.498250250E2,1.990198970E0,-3.811798990E-1,1.698205322E-1
1.498499969E2,1.751961470E0,-3.799581826E-1,1.832595766E-1
1.498749938E2,1.510058880E0,-3.323106766E-1,1.857030392E-1
1.499000141E2,1.031140566E0,-3.371976018E-1,8.918632567E-2
1.499249859E2,7.513642311E-1,-3.176499307E-1,-6.841690838E-2
1.499499828E2,4.007275999E-1,-3.078760803E-1,-7.208209485E-2
1.499700516E2,1.136209369E-1,-2.247984111E-1,-2.565634064E-2
1.499950016E2,-5.131268129E-2,1.588249579E-2,1.136209369E-1
1.500199984E2,-2.089159042E-1,3.066543341E-1,1.026253626E-1
1.500449938E2,-4.190535545E-1,4.618141055E-1,1.795943826E-1
1.500699906E2,-5.754350424E-1,7.012732625E-1,2.528982162E-1
1.500949875E2,-8.295549750E-1,8.869763017E-1,2.443460971E-1
1.501199844E2,-1.061683774E0,8.014551997E-1,3.262020350E-1
1.501400062E2,-1.247386813E0,7.892378569E-1,3.249803185E-1
1.501650016E2,-1.418429136E0,9.419541955E-1,3.213151097E-1
1.501900000E2,-1.727526903E0,8.845328689E-1,2.981022298E-1
1.502149953E2,-2.089159012E0,9.053022861E-1,2.504547536E-1
1.502399922E2,-2.204001665E0,9.663888216E-1,1.918116808E-1
1.502649875E2,-1.921782017E0,1.292590857E0,3.066543341E-1
1.502899844E2,-1.952325344E0,1.346346974E0,1.649336070E-1
1.503149813E2,-2.034181118E0,1.340238333E0,-1.404990107E-1
1.503350031E2,-2.188119173E0,1.429424644E0,-1.502728462E-1
1.503600016E2,-2.346944332E0,1.318247199E0,-2.357939780E-1
1.503849953E2,-2.335948706E0,1.386664033E0,-2.797762752E-1
1.504100062E2,-2.160019398E0,1.236391187E0,-3.860668242E-1
1.504349891E2,-2.041511536E0,8.588765264E-1,-5.546656251E-1
1.504600172E2,-1.794722080E0,4.935791194E-1,-5.644394755E-1
1.504849812E2,-1.197295904E0,7.330382615E-2,-3.310889602E-1
1.505050047E2,-8.564330339E-1,-9.773843735E-2,-2.638937831E-1
1.505300125E2,-5.839871764E-1,-8.307766914E-2,-3.066543341E-1
1.505549969E2,-1.038470864E-1,-3.335324228E-1,-3.347541392E-1
1.505799953E2,4.447098970E-1,-7.440338731E-1,-3.103195429E-1
1.506000281E2,9.138544202E-1,-7.464773059E-1,-2.528982162E-1
1.506249813E2,1.215621829E0,-9.358455539E-1,-2.211332172E-1
1.506450031E2,1.389107585E0,-1.043357849E0,-1.246165112E-1
1.506700000E2,1.677435994E0,-9.932668805E-1,6.597344577E-2
1.506949969E2,1.814269781E0,-1.479515553E0,8.552113548E-3
1.507199938E2,2.037846327E0,-1.331686258E0,-1.221730490E-3
1.507449891E2,2.213775635E0,-1.560149789E0,2.394591719E-1
1.507699859E2,2.195449591E0,-1.486845970E0,2.015855312E-1
1.507949812E2,2.058615923E0,-1.406211734E0,1.478293836E-1
1.508150047E2,1.988977194E0,-1.218065262E0,-2.199114859E-2
1.508400016E2,2.328618288E0,-6.927211881E-1,-1.343903542E-1
1.508600234E2,2.642602921E0,-4.972442985E-1,-6.108652428E-2
1.508849875E2,2.558303595E0,-4.105014503E-1,1.991420686E-1
1.509099844E2,2.337170362E0,-2.272418737E-1,1.490511149E-1
1.509349813E2,1.925447226E0,-1.197295859E-1,1.160643920E-1
1.509550031E2,1.624901533E0,-2.602286041E-1,2.113593668E-1
1.509800000E2,1.346346974E0,-3.750712574E-1,3.726277947E-1
1.510049969E2,9.737191796E-1,-5.253440738E-1,3.323106766E-1
1.510299938E2,7.073819637E-1,-7.990117073E-1,-1.466076542E-2
1.510549891E2,4.080579877E-1,-5.766567588E-1,-1.319468915E-1
1.510799859E2,1.759291887E-1,-3.787364364E-1,-8.307766914E-2
1.511049828E2,-3.310889602E-1,1.209513173E-1,-5.497787148E-2
1.511250047E2,-6.157521605E-1,1.942551434E-1,-1.075122803E-1
1.511500016E2,-6.841690540E-1,2.614503205E-1,-1.637118906E-1
1.511749969E2,-6.890559793E-1,3.371976018E-1,-2.651154995E-1
1.511999938E2,-9.040805697E-1,1.319468915E-1,-4.544837475E-1
1.512249906E2,-1.185078502E0,4.813618064E-1,-5.681046844E-1
1.512499875E2,-1.395216227E0,5.522221923E-1,-7.428121567E-1
1.512749828E2,-1.538158655E0,6.548475623E-1,-8.478809595E-1
1.512950047E2,-1.672549009E0,5.534439087E-1,-7.745771408E-1
1.513200031E2,-1.794722080E0,6.108652353E-1,-6.414085031E-1
1.513449984E2,-2.089159012E0,5.412266254E-1,-4.996877611E-1
1.513700312E2,-2.288301229E0,4.581489265E-1,-2.064724565E-1
1.513949906E2,-2.481334686E0,5.119050741E-1,9.040805697E-2
1.514199875E2,-2.362826824E0,7.440338731E-1,2.565634064E-2
1.514449844E2,-2.262644768E0,1.072679400E0,8.552113548E-3
1.514699813E2,-2.251649141E0,1.099557400E0,1.343903542E-1
1.514900047E2,-2.287079334E0,9.761626720E-1,1.783726513E-1
1.515150000E2,-2.178345442E0,9.688322544E-1,1.172861233E-1
1.515399969E2,-2.102598190E0,5.314527750E-1,1.282816976E-1
1.515649922E2,-1.821600080E0,1.795943826E-1,2.052507252E-1
1.515899891E2,-1.292590857E0,6.963863969E-2,2.455678284E-1
1.516100250E2,-7.684684396E-1,-1.466076542E-2,3.103195429E-1
1.516349766E2,-3.640756905E-1,3.176499158E-2,2.785545588E-1
1.516549984E2,-4.764748737E-2,1.392772794E-1,2.724458873E-1
1.516799953E2,4.214970171E-1,-1.123992056E-1,2.455678284E-1
1.517049922E2,8.515461683E-1,-1.685988009E-1,2.113593668E-1
1.517299891E2,1.036027431E0,-6.047565937E-1,1.429424584E-1
1.517549844E2,1.392772794E0,-5.070181489E-1,2.235766798E-1
1.517799813E2,1.441641927E0,-1.015258074E0,-9.773843922E-3
1.518000172E2,1.955990434E0,-9.162978530E-1,2.076941729E-2
1.518250234E2,2.133141518E0,-1.218065262E0,1.038470864E-1
1.518499969E2,2.217440844E0,-1.095892191E0,6.108652428E-2
1.518749922E2,2.338392019E0,-1.125213742E0,1.893682182E-1
1.518999906E2,2.295631647E0,-9.443976283E-1,2.284636050E-1
1.519249859E2,2.398257017E0,-7.599163651E-1,2.883283794E-1
1.519499812E2,2.359161615E0,-7.880161405E-1,3.176499307E-1
1.519700047E2,2.302961826E0,-6.010913849E-1,3.200933933E-1
1.519950000E2,2.232101679E0,-2.565633953E-1,3.518583775E-1
1.520199984E2,2.255314350E0,-2.223549485E-1,5.033529401E-1
1.520449938E2,2.183232307E0,-5.815436840E-1,4.642575681E-1
1.520700172E2,1.835039139E0,-6.108652353E-1,1.820378453E-1
1.520949859E2,1.241278172E0,-9.822713137E-1,1.307251602E-1
1.521199844E2,8.185594082E-1,-5.974261761E-1,1.380555481E-1
1.521400188E2,6.072000265E-1,-4.923573732E-1,-1.392772794E-1
1.521650016E2,2.309070528E-1,-8.063421398E-2,-3.384193480E-1
1.521899984E2,-1.319468915E-1,1.857030392E-1,-4.398229718E-1
1.522149953E2,-4.324925840E-1,5.192354321E-1,-4.288274050E-1
1.522400125E2,-5.754350424E-1,2.113593668E-1,-2.089159042E-1
1.522649875E2,-4.105014503E-1,3.665191308E-2,9.773843735E-2
1.522899844E2,-5.290092826E-1,6.047565937E-1,-9.773843922E-3
1.523149797E2,-8.491026759E-1,9.175195694E-1,-1.844813079E-1
1.523350031E2,-1.104444385E0,6.438519359E-1,-1.087340117E-1
1.523600000E2,-1.400103092E0,-8.918632567E-2,-6.352998316E-2
1.523849953E2,-1.268156171E0,3.176499307E-1,-1.734857261E-1
1.524100141E2,-1.341460109E0,4.789183438E-1,-1.319468915E-1
1.524349891E2,-1.721418262E0,8.222246170E-1,-8.796459436E-2
1.524599859E2,-1.910786510E0,1.226617336E0,-8.552113548E-3
1.524849812E2,-1.914451599E0,1.620014548E0,4.031710699E-2
1.525050031E2,-2.290744543E0,1.611462474E0,1.246165112E-1
1.525300219E2,-2.467895508E0,9.260717034E-1,-3.054326177E-1
1.525549953E2,-2.735454559E0,5.644394755E-1,-2.944370508E-1
1.525799938E2,-2.736676216E0,1.160643920E-1,-3.604104817E-1
1.526000000E2,-2.502104044E0,4.276056588E-1,-5.009094998E-2
1.526249813E2,-2.311514139E0,3.127630055E-1,-1.429424584E-1
1.526450031E2,-2.378709316E0,1.661553383E-1,-4.911356568E-1
1.526700000E2,-1.797165513E0,6.597344279E-1,-3.628539443E-1
1.526949953E2,-1.167974353E0,-2.199114859E-2,-1.844813079E-1
1.527199938E2,-7.586946487E-1,-2.370157093E-1,-1.869247556E-1
1.527449891E2,-2.687807083E-1,-4.642575681E-1,1.050688177E-1
1.527699859E2,2.626720369E-1,-2.211332172E-1,1.185078546E-1
1.527949812E2,7.073819637E-1,3.506366313E-1,4.544837475E-1
1.528150031E2,4.789183438E-1,5.632177591E-1,4.031710625E-1
1.528400078E2,5.082398653E-1,9.407324344E-2,1.698205322E-1
1.528649969E2,9.908233881E-1,-1.078788042E0,9.896016866E-2
1.528899938E2,1.720196486E0,-1.902234316E0,2.736676335E-1
1.529100109E2,1.930334091E0,-2.218662500E0,5.742133036E-2
1.529349813E2,2.328618288E0,-1.756848454E0,-2.260201424E-1
1.529550031E2,2.245540619E0,-1.350012183E0,-2.712241709E-1
1.529800000E2,2.017076969E0,-7.721336484E-1,-3.824016452E-1
1.530000094E2,2.030516148E0,-6.792821288E-1,-3.640756905E-1
1.530249875E2,1.104444385E0,-1.218065262E0,-4.337143302E-1
1.530500094E2,2.249205828E0,-2.492330223E-1,2.565634064E-2
1.530749797E2,3.160616636E0,-9.468411207E-1,-3.689626157E-1
1.530950016E2,2.915048838E0,-2.504547536E-1,-8.307766914E-1
1.531199984E2,2.244318962E0,-4.581489265E-1,-5.180137157E-1
1.531449953E2,1.828930497E0,-8.991936445E-1,-1.136209369E-1
1.531699922E2,1.822821856E0,4.288274050E-1,2.504547536E-1
1.531949875E2,1.806939363E0,6.133086681E-1,5.583308339E-1
1.532199859E2,1.555262923E0,-7.452555746E-2,6.499606371E-1
1.532449813E2,1.382998943E0,-5.387831330E-1,3.543018401E-1
1.532650031E2,1.042136073E0,-7.709119320E-1,6.230825558E-2
1.532900000E2,6.976081133E-1,-3.921754956E-1,2.895501256E-1
1.533149969E2,5.131268129E-2,1.221730467E-2,1.116661668E0
1.533399938E2,-1.282816976E-1,-3.787364438E-2,7.195992470E-1
1.533649891E2,-4.911356568E-1,9.822713137E-1,5.253440887E-2
1.533899859E2,-7.501425147E-1,-1.209513173E-1,9.040805697E-2
1.534149812E2,-9.162978530E-1,-4.764748812E-1,-6.475171447E-2
1.534350031E2,-1.126435518E0,-1.319468915E-1,-1.123992056E-1
1.534600016E2,-1.602910399E0,-4.373795092E-1,-1.441641897E-1
1.534849969E2,-9.334020615E-1,6.902776957E-1,-7.977899909E-1
1.535099938E2,-1.191187263E0,1.481959105E0,-7.709119320E-1
1.535349891E2,-1.639562249E0,6.890559793E-1,-6.157521605E-1
1.535599875E2,-1.791056871E0,7.648032904E-1,-6.352998614E-1
1.535800109E2,-2.282192469E0,1.130100727E0,-7.550294399E-1
1.536050047E2,-2.408030748E0,1.343903542E0,-8.246680498E-1
1.536300031E2,-2.079385281E0,1.318247199E0,-5.864306092E-1
1.536549984E2,-2.214997292E0,7.672467232E-1,-8.100072742E-1
1.536800266E2,-2.417804718E0,5.082398653E-1,-1.089783549E0
1.537049906E2,-2.344500780E0,6.291912198E-1,-8.124507666E-1
1.537299875E2,-2.355496407E0,8.747590184E-1,-5.962044597E-1
1.537500062E2,-2.166128159E0,1.175304770E0,-5.167919993E-1
1.537749750E2,-2.059837580E0,1.270599723E0,-4.813618064E-1
1.537949969E2,-1.890017033E0,9.798278213E-1,-5.497786999E-1
1.538199953E2,-1.566258430E0,4.398229718E-1,-5.925392509E-1
1.538449906E2,-1.105666041E0,1.014036313E-1,-4.239404798E-1
1.538699875E2,-7.452555895E-1,-1.588249654E-1,-3.738495111E-1
1.538900234E2,-2.504547536E-1,-1.368338168E-1,-1.197295859E-1
1.539150047E2,4.031710699E-2,-3.005456924E-1,-5.986479297E-2
1.539400031E2,3.371976018E-1,-4.654793143E-1,-9.773843922E-3
1.539649984E2,6.902776957E-1,-5.607742667E-1,9.285151958E-2
1.539899953E2,1.089783549E0,-7.049384713E-1,1.747074574E-1
1.540100125E2,1.404990077E0,-8.576548100E-1,2.150245607E-1
1.540349828E2,1.551597714E0,-1.058018565E0,5.375614017E-2
1.540550047E2,1.674992442E0,-1.240056396E0,9.773843922E-3
1.540800016E2,1.976759911E0,-1.339016557E0,6.230825558E-2
1.541049969E2,2.477669477E0,-1.326799273E0,1.001819000E-1
1.541299938E2,2.675589800E0,-1.249830246E0,5.131268129E-2
1.541500063E2,2.524095058E0,-1.306029916E0,4.153883457E-2
1.541749812E2,2.348165989E0,-1.121548533E0,1.123992056E-1
1.541950031E2,2.596177340E0,-6.719517708E-1,1.563815027E-1
1.542200000E2,2.558303595E0,-2.333505154E-1,1.710422635E-1
1.542400250E2,2.298074961E0,2.015855312E-1,2.028072625E-1
1.542649875E2,1.941329718E0,2.834414840E-1,3.433062732E-1
1.542899844E2,1.634675384E0,-5.742133036E-2,3.604104817E-1
1.543100063E2,1.523497939E0,-3.433062732E-1,2.284636050E-1
1.543350031E2,1.534493446E0,-3.103195429E-1,1.771509200E-1
1.543600000E2,1.262047529E0,-4.605923891E-1,2.309070528E-1
1.543800047E2,1.044579506E0,-9.285151362E-1,2.492330223E-1
1.544049859E2,8.613199592E-1,-9.786061049E-1,1.356120855E-1
1.544299828E2,3.701843321E-1,-1.043357849E0,5.742133036E-2
1.544500453E2,-2.492330223E-1,-1.026253626E-1,1.221730486E-1
1.544750016E2,-9.566149712E-1,9.334020615E-1,2.590068579E-1
1.544999984E2,-9.101892114E-1,1.077566266E0,3.628539443E-1
1.545249953E2,-4.728097022E-1,6.878342628E-1,1.832595654E-2
1.545499922E2,-4.520402849E-1,3.530800939E-1,-3.848451078E-1
1.545749875E2,-9.456194043E-1,5.461135507E-1,-3.628539443E-1
