"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.094993750E0,-1.982398987E0,5.765237808E0,8.686163902E0
7.119990625E0,-1.503558636E0,5.793968201E0,7.613561630E0
7.144987500E0,-1.149216816E-1,5.295974255E0,7.795520782E0
7.170000000E0,1.465251446E0,4.788403511E0,8.906430244E0
7.190006250E0,1.436521053E0,6.205770969E0,9.998186111E0
7.210018750E0,2.375048161E0,6.052541733E0,9.969455719E0
7.234993750E0,1.321599364E0,5.755661011E0,9.519346237E0
7.259990625E0,-1.848323703E0,5.382165432E0,8.571242332E0
7.284985937E0,-1.905784607E0,3.380612850E0,9.586383820E0
7.309981250E0,-5.554547906E-1,2.557007313E0,8.552088737E0
7.330006250E0,-9.959878922E-1,2.834734917E0,8.714894295E0
7.355001562E0,-1.312022567E0,3.667917013E0,7.220912457E0
7.380006250E0,-3.447650373E-1,2.748543501E0,7.077260017E0
7.404993750E0,-5.554547906E-1,5.554547906E-1,1.061110210E1
7.429990625E0,-2.269703150E0,9.672574997E-1,9.279925346E0
7.449995312E0,-1.436521053E0,1.752555609E0,6.579266071E0
7.470004687E0,-1.991975784E0,1.819593310E-1,8.944737434E0
7.495000000E0,-3.849876404E0,2.873041928E-1,9.730035782E0
7.519996875E0,-2.413355350E0,3.830722719E-2,8.398859978E0
7.544993750E0,-1.800439715E0,-2.202665508E-1,7.948749542E0
7.569990625E0,-6.991068721E-1,-1.599326730E0,9.241618156E0
7.594985937E0,-1.244984865E-1,8.619126081E-1,8.418013573E0
7.619982812E0,-1.101332784E0,1.331176162E0,8.274360657E0
7.640006250E0,-1.829170108E0,-2.106897533E-1,9.509769440E0
7.665001562E0,-1.177947283E0,-1.484405041E0,9.509769440E0
7.690023437E0,-3.256114423E-1,-8.140285611E-1,8.705317497E0
7.714995312E0,-1.187524080E0,1.024718285E0,8.283937454E0
7.739990625E0,-1.158793569E0,7.374141216E-1,8.264783859E0
7.764987500E0,-1.225831270E0,-1.915361360E-2,8.753201485E0
7.789984375E0,-7.948749661E-1,1.723825186E-1,9.232041359E0
7.810006250E0,9.576806426E-2,9.672574997E-1,9.730035782E0
7.835003125E0,5.363011956E-1,1.091755986E0,9.040505409E0
7.860000000E0,-5.746084079E-2,1.580173135E0,9.299078941E0
7.884995312E0,2.394201756E-1,2.020706177E0,8.896853447E0
7.909996875E0,6.320692301E-1,1.877054095E0,8.954314232E0
7.934987500E0,1.139639974E0,2.499546528E0,9.299078941E0
7.959984375E0,1.493981838E0,3.955221176E0,8.762778282E0
7.984981250E0,5.171475410E-1,4.520252705E0,8.667010307E0
8.005003125E0,-1.819593310E-1,4.242525578E0,8.590395927E0
8.030000000E0,-1.446097851E0,4.194641590E0,8.590395927E0
