"Time (s)","Illuminance (lx)"
5.649497812E1,0.000000000E0
5.661498438E1,0.000000000E0
5.673499375E1,0.000000000E0
5.685500156E1,0.000000000E0
5.697497813E1,0.000000000E0
5.709498594E1,0.000000000E0
5.721499531E1,0.000000000E0
5.733500312E1,0.000000000E0
5.745497969E1,0.000000000E0
5.757498750E1,0.000000000E0
5.769499531E1,0.000000000E0
5.781500313E1,0.000000000E0
5.793498125E1,0.000000000E0
5.805498906E1,0.000000000E0
5.817499688E1,0.000000000E0
5.829497344E1,0.000000000E0
5.841498125E1,0.000000000E0
5.853499063E1,0.000000000E0
5.865499844E1,0.000000000E0
5.877497500E1,0.000000000E0
5.889498281E1,0.000000000E0
5.901499062E1,0.000000000E0
5.913500000E1,0.000000000E0
5.925497656E1,0.000000000E0
5.937498438E1,0.000000000E0
5.949499219E1,0.000000000E0
5.961500156E1,0.000000000E0
5.973497656E1,0.000000000E0
5.985498438E1,0.000000000E0
5.997499375E1,0.000000000E0
6.009500156E1,0.000000000E0
6.021497812E1,0.000000000E0
6.033498594E1,0.000000000E0
6.045499375E1,0.000000000E0
6.057500312E1,0.000000000E0
6.069497969E1,0.000000000E0
6.081498750E1,0.000000000E0
6.093499531E1,0.000000000E0
6.105500469E1,0.000000000E0
6.117498125E1,0.000000000E0
6.129498906E1,0.000000000E0
6.141499688E1,0.000000000E0
6.153497500E1,0.000000000E0
6.165498125E1,0.000000000E0
6.177499062E1,0.000000000E0
6.189499844E1,0.000000000E0
6.201497500E1,0.000000000E0
6.213498438E1,0.000000000E0
6.225499219E1,0.000000000E0
6.237500000E1,0.000000000E0
6.249497656E1,0.000000000E0
6.261498438E1,0.000000000E0
6.273499219E1,0.000000000E0
6.285500156E1,0.000000000E0
6.297497813E1,0.000000000E0
6.309498594E1,0.000000000E0
6.321499375E1,0.000000000E0
6.333500156E1,0.000000000E0
6.345497813E1,0.000000000E0
6.357498594E1,0.000000000E0
6.369499531E1,0.000000000E0
6.381500313E1,0.000000000E0
6.393497969E1,0.000000000E0
6.405498750E1,0.000000000E0
6.417499688E1,0.000000000E0
6.429500469E1,0.000000000E0
6.441498125E1,0.000000000E0
6.453498906E1,0.000000000E0
6.465499688E1,0.000000000E0
6.477497344E1,0.000000000E0
6.489498125E1,0.000000000E0
6.501499063E1,0.000000000E0
6.513499844E1,0.000000000E0
6.525497500E1,0.000000000E0
6.537498281E1,0.000000000E0
6.549499219E1,0.000000000E0
6.561500000E1,0.000000000E0
6.573497656E1,0.000000000E0
6.585498438E1,0.000000000E0
6.597499219E1,0.000000000E0
6.609500000E1,0.000000000E0
6.621497812E1,0.000000000E0
6.633498594E1,0.000000000E0
6.645499375E1,0.000000000E0
6.657500156E1,0.000000000E0
6.669497812E1,0.000000000E0
6.681498750E1,0.000000000E0
6.693499531E1,0.000000000E0
6.705500312E1,0.000000000E0
6.717497969E1,0.000000000E0
6.729498750E1,0.000000000E0
6.741499531E1,0.000000000E0
6.753500469E1,0.000000000E0
6.765498125E1,0.000000000E0
6.777498906E1,0.000000000E0
6.789499688E1,0.000000000E0
6.801497500E1,0.000000000E0
6.813498281E1,0.000000000E0
6.825499062E1,0.000000000E0
6.837499844E1,0.000000000E0
6.849497500E1,0.000000000E0
6.861498281E1,0.000000000E0
6.873499219E1,0.000000000E0
6.885500000E1,0.000000000E0
6.897497656E1,0.000000000E0
6.909498438E1,0.000000000E0
6.921499375E1,0.000000000E0
6.933500156E1,0.000000000E0
6.945497813E1,0.000000000E0
6.957498594E1,0.000000000E0
6.969499375E1,0.000000000E0
6.981500156E1,0.000000000E0
6.993497812E1,0.000000000E0
7.005498594E1,0.000000000E0
7.017499531E1,0.000000000E0
7.029500313E1,0.000000000E0
7.041497969E1,0.000000000E0
7.053498906E1,0.000000000E0
7.065499531E1,0.000000000E0
7.077500469E1,0.000000000E0
7.089498125E1,0.000000000E0
7.101498906E1,0.000000000E0
7.113499844E1,0.000000000E0
7.125497500E1,0.000000000E0
7.137498281E1,0.000000000E0
7.149499062E1,0.000000000E0
7.161499844E1,0.000000000E0
7.173497500E1,0.000000000E0
7.185498438E1,0.000000000E0
7.197499219E1,0.000000000E0
7.209500000E1,0.000000000E0
7.221497656E1,0.000000000E0
7.233498438E1,0.000000000E0
7.245499219E1,0.000000000E0
7.257500156E1,0.000000000E0
7.269497812E1,0.000000000E0
7.281498594E1,0.000000000E0
7.293499375E1,0.000000000E0
7.305500156E1,0.000000000E0
7.317497813E1,0.000000000E0
7.329498750E1,0.000000000E0
7.341499531E1,0.000000000E0
7.353500312E1,0.000000000E0
7.365497969E1,0.000000000E0
7.377498750E1,0.000000000E0
7.389499688E1,0.000000000E0
7.401500469E1,0.000000000E0
7.413498125E1,0.000000000E0
7.425498750E1,0.000000000E0
7.437499844E1,0.000000000E0
7.449497500E1,0.000000000E0
7.461498281E1,0.000000000E0
7.473499063E1,0.000000000E0
7.485500000E1,0.000000000E0
7.497497500E1,0.000000000E0
7.509498281E1,0.000000000E0
7.521499219E1,0.000000000E0
7.533500000E1,0.000000000E0
7.545497656E1,0.000000000E0
7.557498438E1,0.000000000E0
7.569499219E1,0.000000000E0
7.581500156E1,0.000000000E0
7.593497812E1,0.000000000E0
7.605498594E1,0.000000000E0
7.617499375E1,0.000000000E0
7.629500156E1,0.000000000E0
7.641497969E1,0.000000000E0
7.653498750E1,0.000000000E0
7.665499531E1,0.000000000E0
7.677500312E1,0.000000000E0
7.689497969E1,0.000000000E0
7.701498906E1,0.000000000E0
7.713499688E1,0.000000000E0
7.725500469E1,0.000000000E0
7.737498125E1,0.000000000E0
7.749498906E1,0.000000000E0
7.761499844E1,0.000000000E0
7.773497500E1,0.000000000E0
7.785498281E1,0.000000000E0
7.797499062E1,0.000000000E0
7.809499844E1,0.000000000E0
7.821497500E1,0.000000000E0
7.833498281E1,0.000000000E0
7.845499219E1,0.000000000E0
7.857500000E1,0.000000000E0
7.869497656E1,0.000000000E0
7.881498438E1,0.000000000E0
7.893499375E1,0.000000000E0
7.905500156E1,0.000000000E0
7.917497813E1,0.000000000E0
7.929498594E1,0.000000000E0
7.941499375E1,0.000000000E0
7.953500312E1,0.000000000E0
7.965497969E1,0.000000000E0
7.977498750E1,0.000000000E0
7.989499531E1,0.000000000E0
8.001500312E1,0.000000000E0
8.013498125E1,0.000000000E0
8.025498750E1,0.000000000E0
8.037499688E1,0.000000000E0
8.049500469E1,0.000000000E0
8.061498125E1,0.000000000E0
8.073498906E1,0.000000000E0
8.085499844E1,0.000000000E0
8.097497500E1,0.000000000E0
8.109498281E1,0.000000000E0
8.121499062E1,0.000000000E0
8.133499844E1,0.000000000E0
8.145497656E1,0.000000000E0
8.157498438E1,0.000000000E0
8.169499219E1,0.000000000E0
8.181500000E1,0.000000000E0
8.193497656E1,0.000000000E0
8.205498438E1,0.000000000E0
8.217499375E1,0.000000000E0
8.229500156E1,0.000000000E0
8.241497812E1,0.000000000E0
8.253498750E1,0.000000000E0
8.265499375E1,0.000000000E0
8.277500313E1,0.000000000E0
8.289497969E1,0.000000000E0
8.301498750E1,0.000000000E0
8.313499531E1,0.000000000E0
8.325500312E1,0.000000000E0
8.337498125E1,0.000000000E0
8.349498750E1,0.000000000E0
8.361499688E1,0.000000000E0
8.373497344E1,0.000000000E0
8.385498125E1,0.000000000E0
8.397498906E1,0.000000000E0
8.409499844E1,0.000000000E0
8.421497500E1,0.000000000E0
8.433498281E1,0.000000000E0
8.445499063E1,0.000000000E0
8.457499844E1,0.000000000E0
8.469497656E1,0.000000000E0
8.481498438E1,0.000000000E0
8.493499219E1,0.000000000E0
8.505500000E1,0.000000000E0
8.517497656E1,0.000000000E0
8.529498438E1,0.000000000E0
8.541499375E1,0.000000000E0
8.553500156E1,0.000000000E0
8.565497812E1,0.000000000E0
8.577498594E1,0.000000000E0
8.589499375E1,0.000000000E0
8.601500312E1,0.000000000E0
8.613497969E1,0.000000000E0
8.625498750E1,0.000000000E0
8.637499531E1,0.000000000E0
8.649500313E1,0.000000000E0
8.661498125E1,0.000000000E0
8.673498906E1,0.000000000E0
8.685499688E1,0.000000000E0
8.697497344E1,0.000000000E0
8.709498125E1,0.000000000E0
8.721498906E1,0.000000000E0
8.733499844E1,0.000000000E0
8.745497500E1,0.000000000E0
8.757498281E1,0.000000000E0
8.769499062E1,0.000000000E0
8.781500000E1,0.000000000E0
8.793497656E1,0.000000000E0
8.805498438E1,0.000000000E0
8.817499219E1,0.000000000E0
8.829500000E1,0.000000000E0
8.841497656E1,0.000000000E0
8.853498594E1,0.000000000E0
8.865499375E1,0.000000000E0
8.877500156E1,0.000000000E0
8.889497813E1,0.000000000E0
8.901498594E1,0.000000000E0
8.913499531E1,0.000000000E0
8.925500312E1,0.000000000E0
8.937497969E1,0.000000000E0
8.949498750E1,0.000000000E0
8.961499531E1,0.000000000E0
8.973500312E1,0.000000000E0
8.985498125E1,0.000000000E0
8.997498906E1,0.000000000E0
9.009499688E1,0.000000000E0
9.021497344E1,0.000000000E0
9.033498125E1,0.000000000E0
9.045498906E1,0.000000000E0
9.057499844E1,0.000000000E0
9.069497500E1,0.000000000E0
9.081498281E1,0.000000000E0
9.093499063E1,0.000000000E0
9.105500000E1,0.000000000E0
9.117497656E1,0.000000000E0
9.129498438E1,0.000000000E0
9.141499219E1,0.000000000E0
9.153500156E1,0.000000000E0
9.165497656E1,0.000000000E0
9.177498438E1,0.000000000E0
9.189499375E1,0.000000000E0
9.201500156E1,0.000000000E0
9.213497812E1,0.000000000E0
9.225498594E1,0.000000000E0
9.237499531E1,0.000000000E0
9.249500313E1,0.000000000E0
9.261497969E1,0.000000000E0
9.273498750E1,0.000000000E0
9.285499531E1,0.000000000E0
9.297500469E1,0.000000000E0
9.309498125E1,0.000000000E0
9.321498906E1,0.000000000E0
9.333499688E1,0.000000000E0
9.345497344E1,0.000000000E0
9.357498125E1,0.000000000E0
9.369499062E1,0.000000000E0
9.381499844E1,0.000000000E0
9.393497500E1,0.000000000E0
9.405498281E1,0.000000000E0
9.417499062E1,0.000000000E0
9.429500000E1,0.000000000E0
9.441497656E1,0.000000000E0
9.453498438E1,0.000000000E0
9.465499219E1,0.000000000E0
9.477500156E1,0.000000000E0
9.489497813E1,0.000000000E0
9.501498594E1,0.000000000E0
9.513499375E1,0.000000000E0
9.525500156E1,0.000000000E0
9.537497813E1,0.000000000E0
9.549498594E1,0.000000000E0
9.561499531E1,0.000000000E0
9.573500312E1,0.000000000E0
9.585497969E1,0.000000000E0
9.597498750E1,0.000000000E0
9.609499688E1,0.000000000E0
9.621500469E1,0.000000000E0
9.633498125E1,0.000000000E0
9.645498906E1,0.000000000E0
9.657499688E1,0.000000000E0
9.669497500E1,0.000000000E0
9.681498125E1,0.000000000E0
9.693499063E1,0.000000000E0
9.705499844E1,0.000000000E0
9.717497500E1,0.000000000E0
9.729498281E1,0.000000000E0
9.741499062E1,0.000000000E0
9.753500000E1,0.000000000E0
9.765497656E1,0.000000000E0
9.777498438E1,0.000000000E0
9.789499219E1,0.000000000E0
9.801500000E1,0.000000000E0
9.813497812E1,0.000000000E0
9.825498594E1,0.000000000E0
9.837499375E1,0.000000000E0
9.849500156E1,0.000000000E0
9.861497813E1,0.000000000E0
9.873498750E1,0.000000000E0
9.885499531E1,0.000000000E0
9.897500312E1,0.000000000E0
9.909497969E1,0.000000000E0
9.921498750E1,0.000000000E0
9.933499688E1,0.000000000E0
9.945500469E1,0.000000000E0
9.957498125E1,0.000000000E0
9.969498906E1,0.000000000E0
9.981499688E1,0.000000000E0
9.993497500E1,0.000000000E0
1.000549813E2,0.000000000E0
1.001749906E2,0.000000000E0
1.002949984E2,0.000000000E0
1.004149750E2,0.000000000E0
1.005349828E2,0.000000000E0
1.006549906E2,0.000000000E0
1.007750000E2,0.000000000E0
1.008949766E2,0.000000000E0
1.010149844E2,0.000000000E0
1.011349922E2,0.000000000E0
1.012550016E2,0.000000000E0
1.013749781E2,0.000000000E0
1.014949859E2,0.000000000E0
1.016149938E2,0.000000000E0
1.017350016E2,0.000000000E0
1.018549781E2,0.000000000E0
1.019749859E2,0.000000000E0
1.020949953E2,0.000000000E0
1.022150031E2,0.000000000E0
1.023349797E2,0.000000000E0
1.024549875E2,0.000000000E0
1.025749953E2,0.000000000E0
1.026950047E2,0.000000000E0
1.028149812E2,0.000000000E0
1.029349891E2,0.000000000E0
1.030549969E2,0.000000000E0
1.031749750E2,0.000000000E0
1.032949828E2,0.000000000E0
1.034149906E2,0.000000000E0
1.035350000E2,0.000000000E0
1.036549750E2,0.000000000E0
1.037749828E2,0.000000000E0
1.038949922E2,0.000000000E0
1.040150000E2,0.000000000E0
1.041349766E2,0.000000000E0
1.042549844E2,0.000000000E0
1.043749938E2,0.000000000E0
1.044950016E2,0.000000000E0
1.046149781E2,0.000000000E0
