"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.975001562E0,-1.379199982E0,1.964299917E0,4.848999977E-1
8.005003125E0,-1.462299943E0,2.077399969E0,4.890999794E-1
8.034975000E0,-1.447399974E0,2.016099930E0,4.734999835E-1
8.054996875E0,-1.375000000E0,2.055700064E0,4.731999934E-1
8.084998437E0,-1.356499910E0,2.192399979E0,4.792999923E-1
8.115001562E0,-1.346400023E0,2.069099903E0,4.535999894E-1
8.145003125E0,-1.364899993E0,2.100899935E0,5.191000104E-1
8.174973437E0,-1.308599949E0,2.019299984E0,4.650999904E-1
8.194995312E0,-1.342499971E0,2.026299953E0,4.341999888E-1
8.224998437E0,-1.393899918E0,2.042099953E0,4.842000008E-1
8.255000000E0,-1.381799936E0,1.955500007E0,4.606999755E-1
8.285001562E0,-1.395699978E0,2.048399925E0,4.741999805E-1
8.315004687E0,-1.359599948E0,1.978899956E0,4.445999861E-1
8.344975000E0,-1.366799951E0,2.034600019E0,4.755999744E-1
8.364996875E0,-1.333699942E0,2.045099974E0,4.527999759E-1
8.394998437E0,-1.345399976E0,1.977799892E0,3.974999785E-1
8.425001562E0,-1.361999989E0,2.058099985E0,4.494999945E-1
8.455003125E0,-1.338400006E0,1.991499901E0,4.370999932E-1
8.484973437E0,-1.350299954E0,2.087599993E0,4.620999992E-1
8.504995312E0,-1.331300020E0,2.099900007E0,4.432999790E-1
8.535000000E0,-1.241400003E0,2.044299841E0,4.285999835E-1
8.565000000E0,-1.230899930E0,2.121999979E0,4.407999814E-1
8.595003125E0,-1.183599949E0,2.024899960E0,4.159999788E-1
8.625004687E0,-1.155699968E0,1.942999959E0,3.933999836E-1
8.654975000E0,-1.098999977E0,1.800999999E0,3.898999989E-1
8.674996875E0,-1.127200007E0,1.740700006E0,3.301999867E-1
8.705000000E0,-1.095199943E0,1.680899978E0,3.299999833E-1
8.735001562E0,-1.091300011E0,1.536099911E0,2.933000028E-1
8.765003125E0,-1.032099962E0,1.509599924E0,2.665999830E-1
8.794973437E0,-9.001999497E-1,1.418900013E0,2.349999994E-1
8.814995312E0,-9.113999605E-1,1.350899935E0,2.334999889E-1
8.844998437E0,-8.567999601E-1,1.260800004E0,2.198999971E-1
8.875000000E0,-7.903999686E-1,1.220000029E0,2.338999957E-1
8.905001562E0,-7.601999640E-1,1.190799952E0,2.026999891E-1
8.935004687E0,-6.904999614E-1,1.051999927E0,1.622999907E-1
8.964975000E0,-6.534000039E-1,1.009699941E0,1.824999899E-1
8.984996875E0,-6.173999906E-1,9.973999858E-1,1.441999972E-1
9.015000000E0,-5.575000048E-1,9.268999696E-1,1.474999934E-1
9.045001562E0,-5.356000066E-1,8.511999846E-1,1.403999925E-1
9.075003125E0,-5.001000166E-1,8.090999722E-1,1.074000001E-1
9.104975000E0,-4.799999893E-1,7.565999627E-1,1.112999991E-1
9.124996875E0,-4.307999909E-1,7.062000036E-1,1.058999971E-1
9.154998437E0,-3.865999877E-1,6.570000052E-1,9.609999508E-2
9.185000000E0,-3.698000014E-1,6.398999691E-1,1.014999971E-1
9.215001562E0,-3.683999777E-1,5.683000088E-1,9.349999577E-2
9.245004687E0,-3.235999942E-1,5.536000133E-1,8.980000019E-2
9.274975000E0,-3.145000041E-1,5.166999698E-1,9.279999882E-2
9.294996875E0,-2.821999788E-1,5.037999749E-1,9.939999878E-2
9.325000000E0,-2.786999941E-1,4.835999906E-1,4.769999906E-2
9.345032812E0,-3.143999875E-1,4.725999832E-1,7.429999858E-2
9.374992187E0,-2.793000042E-1,4.422999918E-1,3.969999775E-2
9.404993750E0,-2.962000072E-1,4.147000015E-1,4.729999974E-2
9.434996875E0,-2.714999914E-1,3.613999784E-1,5.299999937E-2
9.464998437E0,-2.592999935E-1,3.355999887E-1,1.189999934E-2
9.495000000E0,-2.193999887E-1,3.165999949E-1,4.779999703E-2
9.525003125E0,-1.995999962E-1,2.933999896E-1,4.639999941E-2
9.555004687E0,-2.090999931E-1,2.681999803E-1,3.390000015E-2
9.584976562E0,-1.624999940E-1,2.565999925E-1,4.239999875E-2
9.604996875E0,-1.464999914E-1,2.640999854E-1,3.139999881E-2
9.635000000E0,-1.344999969E-1,2.225999981E-1,-1.999999949E-4
9.665001562E0,-1.562999934E-1,1.946999878E-1,3.810000047E-2
9.695003125E0,-1.149000004E-1,2.058999985E-1,7.559999824E-2
9.724975000E0,-8.989999443E-2,2.352999896E-1,6.000000052E-3
9.744996875E0,-1.055999994E-1,1.772999913E-1,5.099999718E-3
9.774998437E0,-7.779999822E-2,1.629000008E-1,5.279999971E-2
9.805000000E0,-8.370000124E-2,1.659999937E-1,1.349999942E-2
9.835003125E0,-1.143999994E-1,1.428999901E-1,1.229999959E-2
9.865004687E0,-8.089999855E-2,1.174999997E-1,3.139999881E-2
9.894975000E0,-1.015999988E-1,1.441999972E-1,-1.860000007E-2
9.914998437E0,-5.959999934E-2,1.193000004E-1,-2.889999934E-2
9.945000000E0,-9.579999745E-2,1.331999898E-1,9.699999355E-3
9.975001562E0,-8.810000122E-2,1.499999911E-1,1.850000024E-2
1.000500312E1,-9.439999610E-2,1.059999987E-1,-1.119999960E-2
1.003497500E1,-6.799999624E-2,8.799999952E-2,-1.999999862E-3
1.005499688E1,-7.440000027E-2,7.479999959E-2,7.400000002E-3
1.008499844E1,-6.179999933E-2,7.069999725E-2,2.669999935E-2
1.011500000E1,-2.909999900E-2,7.360000163E-2,6.499999668E-3
1.014500312E1,-5.639999732E-2,7.979999483E-2,6.300000008E-3
1.017500469E1,-5.069999769E-2,6.319999695E-2,-3.899999894E-3
1.020497500E1,-4.899999872E-2,6.039999798E-2,1.539999992E-2
1.022499688E1,-4.639999941E-2,6.759999692E-2,-1.409999933E-2
1.025500000E1,-4.329999909E-2,6.169999763E-2,4.900000058E-3
1.028500156E1,-5.159999803E-2,6.889999658E-2,-4.999999888E-3
1.031500469E1,-3.819999844E-2,6.379999965E-2,4.299999680E-3
1.034497500E1,-4.679999873E-2,5.209999904E-2,1.399999950E-2
1.036499688E1,-5.539999902E-2,4.129999876E-2,1.399999950E-2
1.039499844E1,-2.339999937E-2,3.779999912E-2,-5.799999926E-3
1.042500156E1,-2.699999837E-3,4.549999908E-2,1.349999942E-2
1.045500313E1,-4.030000046E-2,4.989999905E-2,-4.559999704E-2
1.048497344E1,-4.839999974E-2,0.000000000E0,1.310000010E-2
1.050499531E1,-3.610000014E-2,8.899999782E-3,4.250000045E-2
1.053499844E1,-1.469999924E-2,7.229999453E-2,2.249999903E-2
1.056500000E1,-4.699999932E-3,2.149999887E-2,-3.639999777E-2
1.059500156E1,-3.799999831E-3,-8.200000040E-3,-1.679999940E-2
1.062500469E1,-1.429999992E-2,2.989999950E-2,1.239999942E-2
1.065497500E1,2.309999987E-2,3.619999811E-2,3.170000017E-2
1.067499688E1,3.299999982E-3,6.499999668E-3,1.200000010E-2
1.070499844E1,4.399999976E-3,4.409999773E-2,2.099999925E-3
1.073500156E1,-2.269999869E-2,2.089999989E-2,-2.749999985E-2
1.076500312E1,-1.229999959E-2,3.999999911E-2,1.159999985E-2
1.079497344E1,-2.109999955E-2,4.710000008E-2,1.139999926E-2
1.081499531E1,-1.979999989E-2,3.700000048E-2,-2.459999919E-2
1.084499844E1,-1.040000003E-2,-1.219999976E-2,-3.439999744E-2
1.087500000E1,-2.699999884E-2,7.499999832E-3,4.799999762E-3
1.090500156E1,-4.539999738E-2,2.679999918E-2,-4.409999773E-2
1.093500313E1,-4.399999976E-3,-3.799999831E-3,-2.459999919E-2
1.096497500E1,-1.439999975E-2,-1.389999967E-2,-3.439999744E-2
1.098499688E1,-4.399999976E-3,-3.399999812E-3,-1.469999924E-2
1.101499844E1,-1.339999959E-2,2.469999902E-2,-1.480000000E-2
